Species,BGC,MoistureRegime,NutrientRegime,si50,numbersites
Ac,BWBSmk,4,C,33.69,1
Ac,BWBSmw,5,C,15.31,1
Ac,ICHmk3,4,C,25.1,1
Ac,ICHmm,5,D,35.87,1
Ac,ICHmw2,5,,32.95,2
Ac,ICHwk2,4,D,21.03,1
Ac,ICHwk3,5,C,36.01,1
Ac,ICHwk3,5,D,29.33,1
Ac,IDFxh2,5,E,20.63,1
Ac,MSmw1,4,C,32.95,1
Ac,MSmw1,5,D,22.33,1
Ac,SBSdw3,4,C,23.41,2
Ac,SBSdw3,5,D,21.77,1
Ac,SBSmk1,4,D,20.3,1
Ac,SBSmk1,5,D,27.905,2
Ac,SBSmw,4,C,25.1,1
Ac,SBSwk1,5,D,22.335,2
At,BWBSdk,4,D,9.62333333333333,3
At,BWBSdk,5,B,12.11,3
At,BWBSmk,3,B,11.4466666666667,3
At,BWBSmk,3,C,19.4025,4
At,BWBSmk,4,B,10.66,3
At,BWBSmk,4,C,15.2433333333333,3
At,BWBSmk,5,B,10.6733333333333,3
At,BWBSmw,1,B,13.02,1
At,BWBSmw,2,B,13.87,1
At,BWBSmw,3,B,18.53,2
At,BWBSmw,4,B,13.545,2
At,BWBSmw,5,C,18.34,3
At,BWBSwk1,4,D,19.34,1
At,ESSFdk1,3,C,26.19,1
At,ESSFdk1,3,D,24.33,1
At,ESSFdk1,4,C,15.65,1
At,ESSFdk1,5,D,25.8,1
At,ESSFdk2,4,C,23.06,1
At,ESSFmw1,3,C,24.76,2
At,ESSFmw1,4,C,14.84,1
At,ESSFmw1,5,C,21.32,2
At,ESSFwh3,2,C,16.44,1
At,ESSFwh3,4,B,14.69,1
At,ESSFwh3,5,C,16.97,2
At,ESSFwh3,5,D,21.17,1
At,ESSFwm1,3,C,18.75,1
At,ESSFwm3,5,D,21.29,1
At,ICHdm,2,A,10.9866666666667,3
At,ICHdm,2,C,14.34,3
At,ICHdm,3,B,22.0966666666667,3
At,ICHdm,4,B,25.32,3
At,ICHdm,4,C,21.5,3
At,ICHdm,4,D,18.11,3
At,ICHdw1,2,D,19.4566666666667,3
At,ICHdw1,4,B,16.41,1
At,ICHdw1,4,C,20.32,1
At,ICHdw1,4,,23.28,1
At,ICHdw1,5,C,15.47,1
At,ICHmc2,3,D,14.965,2
At,ICHmk1,3,D,25.89,3
At,ICHmk1,4,C,21.2866666666667,3
At,ICHmk1,4,E,22.96,3
At,ICHmk1,5,C,23.125,2
At,ICHmk3,4,C,18.44,1
At,ICHmk4,4,D,19.71,1
At,ICHmm,2,B,25.55,1
At,ICHmm,3,B,23.74,1
At,ICHmm,4,C,24.16,1
At,ICHmm,5,D,23.405,2
At,ICHmw1,6,E,25.5366666666667,3
At,ICHmw3,3,C,17.15,1
At,ICHmw3,4,C,27.41,2
At,ICHmw4,3,B,24.14,1
At,ICHmw4,3,C,21.9933333333333,3
At,ICHmw4,4,B,22.66,1
At,ICHmw4,4,C,19,2
At,ICHmw5,3,C,18.73,1
At,ICHmw5,4,D,23.59,1
At,ICHmw5,5,D,24.37,1
At,ICHwk2,3,C,16.565,2
At,ICHwk2,4,D,23.2,1
At,ICHwk3,3,C,19.38,1
At,ICHwk3,4,C,24.11,1
At,ICHxw,4,B,24.69,2
At,ICHxw,5,D,29.7333333333333,3
At,ICHxw,6,E,31.5866666666667,3
At,IDFdk1,1,C,29.195,2
At,IDFdk1,4,C,27.85,1
At,IDFdk3,5,B,13.4666666666667,3
At,IDFdm1,2,A,14.13,3
At,IDFdm1,2,B,15.9066666666667,3
At,IDFdm1,3,B,18.48,3
At,IDFdm1,5,C,20.88,3
At,IDFdm2,2,C,11.91,1
At,IDFdm2,3,B,21.48,1
At,IDFdm2,3,C,24.22,1
At,IDFxm,3,C,13.01,3
At,IDFxm,3,D,8.41,3
At,IDFxm,4,E,20.2,3
At,IDFxm,5,D,15.8566666666667,3
At,IDFxx2,3,C,25.29,1
At,MSdm1,2,A,12.8933333333333,3
At,MSdm1,5,C,22.7833333333333,3
At,MSdm1,5,D,19.57,2
At,MSdm1,6,D,20.6266666666667,3
At,MSdm2,2,C,21.155,2
At,MSdm2,3,C,20.32,1
At,MSdw,2,B,28.05,1
At,MSdw,2,C,18.64,1
At,MSdw,2,D,13.25,1
At,MSdw,3,B,23.11,2
At,MSdw,5,C,23.195,2
At,MSdw,5,D,16.1,1
At,MSmw1,5,D,26.315,2
At,MSxk1,2,B,19.32,1
At,SBPSdc,4,B,10.2066666666667,3
At,SBPSdc,5,C,20.3966666666667,3
At,SBPSxc,4,B,14.0733333333333,3
At,SBPSxc,4,C,18.64,3
At,SBPSxc,4,D,20.52,3
At,SBSdh1,5,D,20.44,1
At,SBSdk,3,B,19.8425,4
At,SBSdk,3,C,13.25,1
At,SBSdk,3,D,15.2733333333333,3
At,SBSdk,4,B,15.65,1
At,SBSdk,4,C,17.43,4
At,SBSdk,5,C,14.69,1
At,SBSdk,6,D,11.91,1
At,SBSdk,6,E,28.4666666666667,3
At,SBSdw1,3,E,17.1433333333333,3
At,SBSdw1,4,C,17.5775,4
At,SBSdw1,4,D,11.2666666666667,3
At,SBSdw1,4,E,19.5133333333333,3
At,SBSdw1,5,C,19.14,2
At,SBSdw2,3,C,20.17,1
At,SBSdw2,5,D,17.7033333333333,3
At,SBSdw2,6,C,14.6366666666667,3
At,SBSdw2,6,D,20.0233333333333,3
At,SBSdw3,4,B,17.8933333333333,3
At,SBSdw3,5,E,22.17,1
At,SBSmc3,5,B,15.02,1
At,SBSmk1,2,B,17.73,4
At,SBSmk1,3,B,16.99,4
At,SBSmk1,4,B,20.5066666666667,3
At,SBSmk1,4,D,16.56,1
At,SBSmk1,5,B,17.77,4
At,SBSmk1,5,D,19.635,2
At,SBSmk1,6,C,17.98,1
At,SBSmk1,6,D,14.78,1
At,SBSmw,1,C,21.2,1
At,SBSmw,4,C,16.9066666666667,3
At,SBSmw,5,B,16.37,1
At,SBSwk1,3,B,18.7433333333333,3
At,SBSwk1,3,C,23.3733333333333,3
At,SBSwk1,5,B,19.06,1
At,SBSwk2,3,C,16.3633333333333,3
At,SBSwk2,3,,17.5,1
At,SBSwk2,4,B,15.05,1
At,SBSwk2,4,C,22.5166666666667,3
At,SBSwk2,4,D,17.56,1
Ba,CWHvh2,2,B,31.33,1
Ba,CWHvh2,2,D,34.96,2
Ba,CWHvh2,3,B,25.695,2
Ba,CWHvh2,3,E,21.44,1
Ba,CWHvh2,4,B,23.975,2
Ba,CWHvh2,4,C,24.575,2
Ba,CWHvh2,4,D,33.05,2
Ba,CWHvh2,6,D,24.14,1
Ba,CWHvm1,3,D,32.35,2
Ba,CWHvm1,4,E,32.11,2
Ba,CWHvm1,5,D,25.8,3
Ba,CWHvm1,6,A,17.7566666666667,3
Ba,CWHvm1,6,C,33.14,1
Ba,CWHvm1,7,C,29.66,1
Ba,CWHvm1,7,D,20.425,2
Ba,CWHvm2,3,C,24.24,1
Ba,CWHvm2,4,C,24.89,1
Ba,CWHvm2,6,D,24.59,1
Ba,CWHwm,4,C,23.87,3
Ba,CWHws1,3,B,21.55,1
Ba,CWHws1,3,C,25.3275,4
Ba,CWHws1,3,D,21.65,1
Ba,CWHws1,4,B,25.4533333333333,3
Ba,CWHws1,4,C,27.2675,4
Ba,CWHws1,5,E,27.44,1
Ba,CWHws1,6,D,27.625,4
Ba,CWHws1,7,D,33.12,1
Ba,CWHws1,7,E,31.5,1
Ba,CWHws2,3,C,19.16,4
Ba,CWHws2,4,C,25.13,3
Ba,CWHws2,5,D,22.1225,4
Ba,CWHws2,5,E,28.59,1
Ba,CWHws2,6,E,25.385,2
Ba,ESSFmw1,2,B,18.01,1
Ba,ESSFmw1,3,B,12.1633333333333,3
Ba,ESSFmw1,3,C,14.86,1
Ba,ICHmc1,2,B,17.56,1
Ba,ICHmc1a,4,C,13.93,1
Ba,ICHmc2,3,C,19.08,1
Ba,ICHmc2,4,D,26.4,1
Ba,ICHmc2,5,D,19.52,1
Ba,ICHmc2,5,E,29.88,1
Ba,MSmw1,5,C,17.98,1
Bb,BWBSmk,5,D,21.14,1
Bl,BWBSmk,5,D,21.14,1
Bl,ESSFdc1,3,C,11.72,1
Bl,ESSFdc1,4,B,19.88,1
Bl,ESSFdc1,4,D,16.81,2
Bl,ESSFdc1,5,C,25.22,1
Bl,ESSFdc1,5,D,16.815,4
Bl,ESSFdc1,7,C,8.6,1
Bl,ESSFdc2,1,A,8.8,1
Bl,ESSFdc2,1,B,7.52,1
Bl,ESSFdc2,1+,A,13.49,1
Bl,ESSFdc2,2,C,18.74,1
Bl,ESSFdc2,4,B,18.6725,4
Bl,ESSFdc2,5,B,14.0766666666667,3
Bl,ESSFdc2,5,C,17.7825,4
Bl,ESSFdk1,3,C,17.735,2
Bl,ESSFdk1,4,D,28.67,1
Bl,ESSFdk2,2,D,13.35,1
Bl,ESSFdk2,3,B,15.83,1
Bl,ESSFdk2,3,C,17.14,4
Bl,ESSFdk2,3,D,13.405,2
Bl,ESSFdk2,4,D,18.585,2
Bl,ESSFdk2,5,D,17.74,1
Bl,ESSFdk2,6,D,16.62,1
Bl,ESSFdv1,2,B,13.53,1
Bl,ESSFmc,1,A,18.42,1
Bl,ESSFmc,1,C,16.87,1
Bl,ESSFmc,4,B,10.595,2
Bl,ESSFmc,4,E,11.84,1
Bl,ESSFmc,6,B,13.95,1
Bl,ESSFmc,6,C,12.7825,4
Bl,ESSFmc,6,E,11.6,1
Bl,ESSFmc,7,C,7.87,1
Bl,ESSFmc,7,E,17.175,2
Bl,ESSFmh,1,B,20.41,1
Bl,ESSFmh,2,C,19.61,1
Bl,ESSFmh,4,B,15.615,2
Bl,ESSFmh,4,D,17.9666666666667,3
Bl,ESSFmh,5,C,19.9875,4
Bl,ESSFmk,4,C,10.93,1
Bl,ESSFmm3,3,C,19.55,3
Bl,ESSFmv1,6,D,13.86,1
Bl,ESSFmv3,2,B,20.27,1
Bl,ESSFmv3,3,C,22.48,1
Bl,ESSFmw1,1,C,11.34,1
Bl,ESSFmw1,2,B,12.745,2
Bl,ESSFmw1,3,B,23.69,1
Bl,ESSFmw1,5,C,19.725,2
Bl,ESSFmw1,5,E,14.36,1
Bl,ESSFvc,3,C,16.81,1
Bl,ESSFvc,4,C,20.9,1
Bl,ESSFwc2,3,B,17.47,1
Bl,ESSFwc2,3,D,9.75,1
Bl,ESSFwc2,4,C,15.765,2
Bl,ESSFwc3,2,B,19.78,2
Bl,ESSFwc3,3,C,18.045,2
Bl,ESSFwc3,5,C,19.095,2
Bl,ESSFwc3,6,C,18.465,2
Bl,ESSFwc3,6,D,16.92,1
Bl,ESSFwc4,2,B,15.32,1
Bl,ESSFwc4,2,B+,13.04,1
Bl,ESSFwc4,2,C,18.23,1
Bl,ESSFwc4,3,B,14.21,2
Bl,ESSFwc4,3,C,19.42,1
Bl,ESSFwc4,4,B,15.93,1
Bl,ESSFwc4,4,C,16.8,4
Bl,ESSFwc4,4,D,15.15,1
Bl,ESSFwc4,5,C,15.2,1
Bl,ESSFwh1,2,B,16.06,1
Bl,ESSFwh1,3,B,17.965,4
Bl,ESSFwh1,4,B,19.12,1
Bl,ESSFwh1,4,D,19.31,1
Bl,ESSFwh1,5,D,22.485,2
Bl,ESSFwh2,3,C,23.6533333333333,3
Bl,ESSFwh2,4,C,20.36,3
Bl,ESSFwh2,5,C,20.21,2
Bl,ESSFwh3,2,B,12.455,2
Bl,ESSFwh3,2,C,30.8,2
Bl,ESSFwh3,3,B,19.8775,4
Bl,ESSFwh3,3,C,21.35,4
Bl,ESSFwh3,4,B,17.465,2
Bl,ESSFwh3,4,C,19.82,4
Bl,ESSFwh3,5,C,22.4266666666667,3
Bl,ESSFwh3,5,D,21.1,3
Bl,ESSFwk1,2,B,14.26,1
Bl,ESSFwk1,3,C,20.755,2
Bl,ESSFwk1,3,D,20.14,1
Bl,ESSFwk1,4,B,19.71,1
Bl,ESSFwk1,5,C,18.8433333333333,3
Bl,ESSFwk1,6,C,19.42,1
Bl,ESSFwk2,3,C,23.59,1
Bl,ESSFwk2,5,B,19.23,1
Bl,ESSFwk2,5,E,15.17,1
Bl,ESSFwk2,6,C,11.25,1
Bl,ESSFwm1,2,C,17.2166666666667,3
Bl,ESSFwm1,3,B,18.88,1
Bl,ESSFwm1,3,C,21.53,2
Bl,ESSFwm1,4,C,15.3766666666667,3
Bl,ESSFwm1,5,D,13.93,1
Bl,ESSFwm2,5,D,17.98,1
Bl,ESSFwm3,3,B,16.32,1
Bl,ESSFwm3,3,C,5.48,1
Bl,ESSFwm3,4,C,20.74,2
Bl,ESSFwm4,3,B,16.11,2
Bl,ESSFwm4,3,C,7.79,1
Bl,ESSFwm4,4,C,18.695,2
Bl,ESSFwm4,5,D,20.47,1
Bl,ESSFwv,3,C,21.22,2
Bl,ESSFwv,4,D,21.21,3
Bl,ESSFwv,5,C,17.9933333333333,3
Bl,ESSFwv,5,D,20.2566666666667,3
Bl,ESSFwv,7,D,13.015,2
Bl,ESSFxc,3,C,19.32,1
Bl,ESSFxc,5,D,18.19,1
Bl,ESSFxc1,2,C,16.75,1
Bl,ESSFxc1,3,C,12.4,1
Bl,ESSFxc1,4,C,15.205,4
Bl,ESSFxc1,4,D,14.09,1
Bl,ESSFxc1,5,C,15.74,1
Bl,ESSFxc1,5,D,14.21,2
Bl,ESSFxc1,6,C,10.11,1
Bl,ESSFxc2,1+,C,8.69,1
Bl,ESSFxc2,3,B,17.95,1
Bl,ESSFxc2,3,C,15.4,2
Bl,ESSFxc2,4,D,13.74,1
Bl,ESSFxc2,6,D,19.13,1
Bl,ESSFxc3,3,C,16.9,1
Bl,ESSFxc3,4,C,16.3266666666667,3
Bl,ESSFxv1,2,C,11.35,3
Bl,ESSFxv1,3,B,10.44,2
Bl,ESSFxv1,6,C,12.96,1
Bl,ESSFxv2,6,D,12.17,1
Bl,ICHdk,3,C,21.485,2
Bl,ICHdm,2,B,22.92,1
Bl,ICHdm,3,C,5.27,1
Bl,ICHdm,4,C,13.12,1
Bl,ICHdm,5,C,18.75,1
Bl,ICHdm,5,D,19.18,1
Bl,ICHdw1,3,C,17.655,2
Bl,ICHdw1,4,B,22.315,2
Bl,ICHdw1,4,C,18.18,2
Bl,ICHdw1,5,D,20.33,1
Bl,ICHmc1,1,A,13.43,1
Bl,ICHmc1,1,B,12.56,1
Bl,ICHmc1,3,B,20.5066666666667,3
Bl,ICHmc1,3,C,18.87,4
Bl,ICHmc1,4,B,17.66,1
Bl,ICHmc1,5,E,22.1,1
Bl,ICHmc1,6,D,19.705,2
Bl,ICHmc2,0,B,17.03,1
Bl,ICHmc2,1,B,16.04,3
Bl,ICHmc2,2,B,19.845,2
Bl,ICHmc2,2,C,29.83,1
Bl,ICHmc2,3,B,16.385,2
Bl,ICHmc2,3,C,19.595,2
Bl,ICHmc2,4,D,21.215,4
Bl,ICHmc2,5,C,22.08,2
Bl,ICHmc2,5,E,21.79,2
Bl,ICHmk1,3,C,20.665,2
Bl,ICHmk1,4,C,18.57,1
Bl,ICHmk1,5-,B,9.27,1
Bl,ICHmk3,2,B,16.09,2
Bl,ICHmk3,2,C,18.69,1
Bl,ICHmk3,3,C,20.48,1
Bl,ICHmk3,4,D,14.85,1
Bl,ICHmk4,3,B,19.01,1
Bl,ICHmk4,3,C,21.29,2
Bl,ICHmk4,4,D,17.47,2
Bl,ICHmk4,5,C,19.86,1
Bl,ICHmm,2,B,22.35,1
Bl,ICHmm,3,C,20.86,1
Bl,ICHmw1,3,C,20.84,2
Bl,ICHmw2,2,B,18.83,1
Bl,ICHmw2,3,C,26.88,1
Bl,ICHmw2,4,C,21.86,1
Bl,ICHmw2,5,C,20.17,1
Bl,ICHmw2,5,D,15.705,2
Bl,ICHmw3,3,C,21.94,2
Bl,ICHmw4,3,C,24.58,1
Bl,ICHmw4,4,C,23.64,1
Bl,ICHmw4,4,D,19.49,1
Bl,ICHmw4,5,C,21.3875,4
Bl,ICHmw4,5,D,20.22,1
Bl,ICHmw5,3,B,21.2966666666667,3
Bl,ICHmw5,4,B,19.8666666666667,3
Bl,ICHmw5,4,D,22.52,2
Bl,ICHmw5,5,D,24.45,1
Bl,ICHmw5,6,D,12.72,1
Bl,ICHvc,2,B,22.13,1
Bl,ICHvc,2,C,19.18,1
Bl,ICHvc,3,B,20.105,2
Bl,ICHvc,3,C,21.15,4
Bl,ICHvc,4,D,20.94,2
Bl,ICHvc,5,D,20.32,1
Bl,ICHvc,7,D,12.37,1
Bl,ICHwk1,3,,20.76,2
Bl,ICHwk2,4,D,18.14,1
Bl,ICHwk3,2,B,19.29,1
Bl,ICHwk3,3,B,18.68,1
Bl,ICHwk3,3,C,18.45,3
Bl,ICHwk3,5,B,16.35,1
Bl,ICHwk3,6,D,11.57,1
Bl,ICHwk3,6,E,20.13,1
Bl,ICHwk4,3,B,15.74,1
Bl,ICHwk4,4,C,22.76,1
Bl,IDFdk1,2,C,18.29,1
Bl,IDFdk1,3,B,19.88,1
Bl,IDFdk2,3,C,17.465,2
Bl,IDFdk2,4,C,22.7825,4
Bl,IDFdk2,5,C,21.41,2
Bl,IDFdk2,5,D,22.1,1
Bl,IDFdm2,3,C,19.51,1
Bl,IDFdm2,4,C,20.3,3
Bl,IDFmw1,5+,D,28.55,1
Bl,MSdc2,3,B,8.68,1
Bl,MSdc2,3,C,19.13,1
Bl,MSdc2,4,C,14.1,1
Bl,MSdk,3,C,16.7175,4
Bl,MSdk,3,D,17.33,2
Bl,MSdk,4,D,15.8533333333333,3
Bl,MSdk,5,C,20.58,1
Bl,MSdk,5,D,17.56,1
Bl,MSdm1,2,B,16.92,1
Bl,MSdm1,3,D,17.48,1
Bl,MSdm1,4,B,16.585,2
Bl,MSdm1,4,D,19.01,1
Bl,MSdm1,5,B,17.54,1
Bl,MSdm1,5,D,21.77,4
Bl,MSdm1,6,C,11.08,2
Bl,MSdm1,6,D,16.12,2
Bl,MSdm2,2,B,15.0833333333333,3
Bl,MSdm2,2,C,16.115,4
Bl,MSdm2,3,B,16.92,4
Bl,MSdm2,4,B,18.075,2
Bl,MSdm2,4-,B,11.39,1
Bl,MSdm2,5,C,21.42,1
Bl,MSdm2,5,D,19.4175,4
Bl,MSdm2,6,C,22.295,2
Bl,MSdm2,6,D,26.7,1
Bl,MSdv,4,C,15,2
Bl,MSdw,3,C,21.61,1
Bl,MSdw,4,C,15.25,2
Bl,MSdw,5,C,18.69,1
Bl,MSmw1,1,B,10.58,1
Bl,MSmw1,2,B,20.76,1
Bl,MSmw1,3,B,19.335,2
Bl,MSmw1,3,C,17.9966666666667,3
Bl,MSmw1,4,C,15.635,4
Bl,MSmw1,5,C,17.78,1
Bl,MSmw1,5,D,16.24,1
Bl,MSmw1,6,E,19.6,1
Bl,MSxk1,2,B,18.555,2
Bl,MSxk1,3,C,19.7375,4
Bl,MSxk1,5,B,17.36,3
Bl,MSxk1,5,C,20.8166666666667,3
Bl,MSxk1,5,E,23.45,1
Bl,MSxk1,5+,C,11.5,1
Bl,MSxk1,6,B,18.25,1
Bl,MSxk2,3,C,20.75,1
Bl,MSxk2,5,C,13.78,2
Bl,MSxk2,5,D,16.615,2
Bl,MSxk3,4,C,10.6,1
Bl,SBPSmk,4,C,17.97,1
Bl,SBPSmk,5,C,19.26,1
Bl,SBSdk,1,B,14,1
Bl,SBSdk,4,C,10.34,1
Bl,SBSdk,4,,20.12,2
Bl,SBSdw1,2,B,13.68,1
Bl,SBSdw1,3,B,18.83,3
Bl,SBSdw1,3,C,20.69,2
Bl,SBSdw1,3,D,20.06,1
Bl,SBSdw1,4,C,19.71,1
Bl,SBSdw2,4,C,18.88,1
Bl,SBSdw2,5,C,20.55,1
Bl,SBSdw3,3,C,16.55,3
Bl,SBSmc1,4,C,17.72,1
Bl,SBSmc2,2,B,15.68,3
Bl,SBSmc2,3,B,9.29,1
Bl,SBSmc2,3,C,15.6975,4
Bl,SBSmc2,3,D,16.23,1
Bl,SBSmc2,4,A,12.52,1
Bl,SBSmc2,4,B,18.56,2
Bl,SBSmc2,4,,17.1733333333333,3
Bl,SBSmc2,5,A,10.685,2
Bl,SBSmc2,5,B,12.465,2
Bl,SBSmc2,5,C,16.6633333333333,3
Bl,SBSmc2,5,E,15.585,2
Bl,SBSmc2,6,A,7.88,1
Bl,SBSmc2,6,E,14.26,1
Bl,SBSmc2,7,C,13.92,2
Bl,SBSmc2,7,D,16.9966666666667,3
Bl,SBSmc3,4,B,14.47,1
Bl,SBSmk1,3,B,17.355,2
Bl,SBSmk1,3,C,18.5725,4
Bl,SBSmk1,4,D,19.66,1
Bl,SBSmk1,5,B,11.98,1
Bl,SBSmk1,5,C,18.365,4
Bl,SBSmk1,6,C,7.69,1
Bl,SBSmw,1,B,13.59,1
Bl,SBSmw,2,C,14.81,2
Bl,SBSmw,3,C,18.59,4
Bl,SBSmw,5,C,21.065,2
Bl,SBSvk,3,B,20.75,1
Bl,SBSvk,3,C,20.52,1
Bl,SBSvk,4,D,25.28,1
Bl,SBSvk,5,C,23.45,1
Bl,SBSwk1,3,B,21.6566666666667,3
Bl,SBSwk1,3,C,17.73,3
Bl,SBSwk1,5,B,16.5,1
Bl,SBSwk2,3,C,21.19,1
Bl,SBSwk2,4,C,21.55,1
Bl,SBSwk3,1,A,19.36,1
Bl,SBSwk3,1,B,14.215,2
Bl,SBSwk3,2,B,16.385,4
Bl,SBSwk3,2,C,21.99,2
Bl,SBSwk3,3,B,18.53,1
Bl,SBSwk3,4,B,12.11,1
Bl,SBSwk3,4,D,15.09,3
Bl,SBSwk3,4,,13.27,2
Bl,SBSwk3,5,B,11.02,1
Bl,SBSwk3,5,C,14.4966666666667,3
Bl,SBSwk3,6,C,16.67,2
Bl,SBSwk3,6,,10.63,1
Cw,CWHvh2,2,D,27.48,1
Cw,CWHvh2,3,D,22.3333333333333,3
Cw,CWHvh2,3,E,21.27,1
Cw,CWHvh2,4,B,23.23,1
Cw,CWHvh2,4,C,20.9266666666667,3
Cw,CWHvh2,4,D,24.335,2
Cw,CWHvh2,4,E,23.59,1
Cw,CWHvh2,6,D,19.245,4
Cw,CWHvh2,6,E,21.27,1
Cw,CWHvh2,7,C,19.91,1
Cw,CWHvh2,7,D,15.5,1
Cw,CWHvm1,3,C,16.69,2
Cw,CWHvm1,3,D,22.045,2
Cw,CWHvm1,4,D,22.98,1
Cw,CWHvm1,4,E,19.8,1
Cw,CWHvm1,5,E,21.99,1
Cw,CWHvm1,7,C,16.85,1
Cw,CWHvm1,7,D,16.75,1
Cw,CWHvm2,1,B,17.81,1
Cw,CWHvm2,3,C,25.51,1
Cw,CWHvm2,4,C,20.88,1
Cw,CWHvm2,5,D,23.71,1
Cw,CWHwh1,2,C,20.18,1
Cw,CWHwm,3,C,18.45,3
Cw,CWHwm,4,D,25.835,2
Cw,CWHwm,5,D,24.2975,4
Cw,CWHws1,0,B,7.84,1
Cw,CWHws1,1,B,15.02,1
Cw,CWHws1,2,B,16.8566666666667,3
Cw,CWHws1,3,B,14.96,1
Cw,CWHws1,3,D,20.09,1
Cw,CWHws1,4,B,19.4,1
Cw,CWHws1,4,C,17.905,4
Cw,CWHws1,7,C,20.3966666666667,3
Cw,CWHws1,7,D,23.78,2
Cw,CWHws1,7,E,15.97,2
Cw,ESSFdk1,2,C,19.95,1
Cw,ESSFmh,2,C,18.38,2
Cw,ESSFmh,4,C,15.32,2
Cw,ESSFmw1,2,B,17.14,1
Cw,ESSFmw1,3,B,15.61,1
Cw,ESSFmw1,3,C,15.44,2
Cw,ESSFmw1,3,D,18.25,1
Cw,ESSFmw1,4,C,15.18,1
Cw,ESSFwh1,3,C,16.43,1
Cw,ESSFwh2,4,C,16.83,1
Cw,ESSFwh3,3,C,18.495,2
Cw,ESSFwm4,3,B,18.83,1
Cw,ESSFwm4,4,C,15.835,2
Cw,ICHdm,2,B,16.65,1
Cw,ICHdm,4,C,12.765,2
Cw,ICHdm,5,D,16.52,1
Cw,ICHdw1,2,B,18.895,4
Cw,ICHdw1,4,B,14.74,4
Cw,ICHdw1,4,C,14.4966666666667,3
Cw,ICHdw4,3,C,22.135,2
Cw,ICHdw4,4,C,17.27,2
Cw,ICHmc2,1,B,16.58,1
Cw,ICHmc2,2,B,18.14,1
Cw,ICHmc2,2,C,19.37,1
Cw,ICHmc2,3,B,14.82,3
Cw,ICHmc2,4,D,18.7933333333333,3
Cw,ICHmc2,5,C,23.325,2
Cw,ICHmc2,5,E,21.125,2
Cw,ICHmc2,7,D,21.29,2
Cw,ICHmk1,3,C,17.4933333333333,3
Cw,ICHmk1,4,C,14.22,2
Cw,ICHmk1,4,D,23.17,1
Cw,ICHmk1,5,C,17.74,3
Cw,ICHmk1,5,D,15.85,1
Cw,ICHmk3,2,C,14.97,1
Cw,ICHmk3,3,C,13.445,2
Cw,ICHmk3,4,D,17.7,1
Cw,ICHmk4,4,C,18.245,2
Cw,ICHmk5,3,C,11.71,1
Cw,ICHmm,3,B,12.02,1
Cw,ICHmm,3,C,15.705,2
Cw,ICHmm,5,D,15.5933333333333,3
Cw,ICHmw2,3,C,22.14,1
Cw,ICHmw2,4,C,21.87,2
Cw,ICHmw2,6,C,14.5825,4
Cw,ICHmw2,6,D,19.7625,4
Cw,ICHmw3,3,C,14.4,2
Cw,ICHmw3,4,C,17.24,2
Cw,ICHmw3,5,D,19.715,2
Cw,ICHmw4,3,C,15.2175,4
Cw,ICHmw4,4,B,21.9075,4
Cw,ICHmw4,4,C,17.66,2
Cw,ICHmw4,5,C,15.33,1
