SS_NoSpace,TreeSpp,MeanPlotSiteIndex
ICHmm/03,Hw,15
ICHwk4/07,Pl,24.56857136
ICHmm/03,Sx,15
ICHmm/04,Bl,15
ICHmm/04,Cw,15
ICHmm/04,Fd,21
ICHmm/04,Hw,18
ICHvk1/04,Pw,27
ICHmm/04,Sx,18
ICHmm/05,Bl,18
ICHmm/05,Cw,18
ICHmm/05,Fd,24
ICHmm/05,Hw,18
ICHmm/05,Sx,21
ICHmm/06,Bl,18
ICHmm/06,Cw,18
ICHmm/06,Hw,18
IDFdk1/01,Pl,18.33
ICHmm/06,Sx,21
IDFdk1/02,Pl,15
ICHmm/07,Sb,12
ICHmm/07,Sx,12
ICHmm/08,Bl,18
ICHmm/08,Cw,18
ICHmm/08,Sx,18
ICHmw1/01,Bl,18
ICHmw1/01,Cw,18
ICHmw1/01,Fd,24
ICHmw1/01,Hw,18
ICHwk1/05,Pw,27
ICHmw1/01,Sx,21
ICHmw1/02,Bl,15
ICHmw1/02,Cw,12
ICHmw1/02,Fd,18
ICHmw1/02,Hw,12
ICHdw/01b,Pw,24
ICHmw1/02,Sx,15
ICHmw1/03,Bl,18
ICHmw1/03,Cw,15
ICHmw1/03,Fd,21
ICHmw1/03,Hw,15
IDFdk1/03,Pl,15
ICHdw/03,Pw,24
ICHmw1/03,Sx,18
ICHmw1/04,Bl,18
ICHmw1/04,Cw,15
ICHmw1/04,Fd,21
ICHmw1/04,Hw,15
IDFdk1/04,Pl,15.95999993
ICHmw1/01,Pw,24
ICHmw1/04,Sx,18
ICHmw1/05,Bl,21
ICHmw1/05,Cw,18
ICHmw1/05,Fd,24
ICHmw1/05,Hw,18
IDFdk1/05,Pl,21
ICHmw1/05,Pw,24
ICHmw1/05,Sx,21
ICHmw1/06,Bl,21
ICHmw1/06,Cw,18
ICHmw1/06,Fd,24
ICHmw1/06,Hw,18
IDFdk1/06,Pl,21
ICHmw2/01,Pw,24
ICHmw1/06,Sx,21
ICHmw1/07,Bl,18
ICHmw1/07,Cw,15
ICHmw1/07,Hw,15
IDFdk2/01,Pl,18.1468418
ICHmw1/07,Sx,18
ICHmw2/01,Bl,19.44249988
ICHmw2/01,Cw,18
ICHmw2/01,Fd,24.29636366
ICHmw2/01,Hw,19.13399992
IDFdk2/03,Pl,18
IDFdk2/04,Pl,19.15250003
ICHmw2/01-YS,Pw,24
ICHmw2/01,Sx,18
ICHmw2/01-YS,Bl,18
ICHmw2/01-YS,Cw,18
ICHmw2/01-YS,Fd,24
ICHmw2/01-YS,Hw,18
IDFdk2/05,Pl,21
ICHmw2/02,Pw,24
ICHmw2/01-YS,Sx,18
ICHmw2/02,Bl,15
ICHmw2/02,Cw,15
ICHmw2/02,Fd,22.40000018
ICHmw2/02,Hw,19.43071461
IDFdk2/06,Pl,21
ICHmw2/03,Pw,24
ICHmw2/02,Sx,15
ICHmw2/03,Bl,18
ICHmw2/03,Bl,15
ICHmw2/03,Cw,18
ICHmw2/03,Cw,15
ICHmw2/03,Fd,21
ICHmw2/03,Fd,22.40000018
ICHmw2/03,Hw,18
ICHmw2/03,Hw,19.43071461
IDFdk2/07,Pl,21
IDFdk3/01,Pl,19.60500014
ICHmw2/04,Pw,24
ICHmw2/03,Sx,18
ICHmw2/03,Sx,15
ICHmw2/04,Bl,21
ICHmw2/04,Bl,18
ICHmw2/04,Cw,18
ICHmw2/04,Fd,24
ICHmw2/04,Fd,21
ICHmw2/04,Hw,18
IDFdk3/02,Pl,12
IDFdk3/03,Pl,15
ICHmw3/01,Pw,24
ICHmw3/01-YC,Pw,24
ICHmw2/04,Sx,24
ICHmw2/04,Sx,18
ICHmw2/05,Bl,21
ICHmw2/05,Cw,27
ICHmw2/05,Cw,18
ICHmw2/05,Fd,27
ICHmw2/05,Fd,24
ICHmw2/05,Hw,21
ICHmw2/05,Hw,18
IDFdk3/05,Pl,15
IDFdk3/06,Pl,18
ICHmw3/06,Pw,24
ICHmw2/05,Sx,24
ICHmw2/06,Bl,18
ICHmw2/06,Bl,21
ICHmw2/06,Cw,27
ICHmw2/06,Fd,27
ICHmw2/06,Hw,15
ICHmw2/06,Hw,21
ICHvk1/01,Pw,24
ICHmw2/06,Sx,24
ICHmw2/06,Sx,21
ICHmw2/07,Bl,18
ICHmw2/07,Hw,15
ICHmw2/07,Sx,21
ICHmw2/07,Sx,18
ICHmw2/08,Bl,18
ICHmw2/08,Hw,15
ICHmw2/08,Sx,18
ICHmw2/101,Lw,26.92571449
ICHmw2/102,Lw,21.05562484
ICHmw2/103,Lw,22.29499969
ICHmw2/103,Lw,21.05562484
ICHmw2/110,Lw,24
ICHmw2/110,Lw,22.29499969
ICHmw2/111,Lw,27
ICHmw2/111,Lw,24
ICHmw2/112,Lw,27
ICHmw3/01,Bl,18
ICHmw3/01,Cw,15
ICHmw3/01,Fd,21
ICHmw3/01,Hw,19.43444422
IDFdk3/06,Pl,15
ICHvk1/02,Pw,24
ICHmw3/01,Sx,18
ICHmw3/01-YC,Bl,18
ICHmw3/01-YC,Cw,15
ICHmw3/01-YC,Fd,21
ICHmw3/01-YC,Hw,18
IDFdk3/07,Pl,20.60888873
IDFdk3/08,Pl,18
ICHvk1/03,Pw,24
ICHmw3/01-YC,Sx,18
ICHmw3/02,Fd,15
IDFdk3/09,Pl,18
IDFdk4/01,Pl,16.35000001
ICHmw3/03,Bl,15
ICHmw3/03,Cw,15
ICHmw3/03,Fd,18
IDFdk4/02,Pl,9
ICHmw3/03,Sx,15
ICHmw3/04,Cw,15
ICHmw3/04,Fd,21
ICHmw3/04,Hw,15
ICHmw3/04,Lw,21
IDFdk4/05,Pl,9
ICHvk1/05,Pw,24
ICHmw3/04,Sx,18
ICHmw3/05,Bl,18
ICHmw3/05,Cw,15
ICHmw3/05,Fd,21
ICHmw3/05,Hw,18
IDFdk4/06,Pl,9
IDFdk4/07,Pl,12
ICHwk1/01,Pw,24
ICHmw3/05,Sx,18
ICHmw3/06,Bl,21
ICHmw3/06,Cw,18
ICHmw3/06,Fd,24
ICHmw3/06,Hw,18
IDFdk4/08,Pl,12
IDFdk4/09,Pl,15
ICHwk1/03,Pw,24
ICHmw3/06,Sx,21
ICHmw3/07,Bl,21
ICHmw3/07,Cw,18
ICHmw3/07,Fd,27
ICHmw3/07,Hw,18
ICHwk1/04,Pw,24
ICHmw3/07,Sx,24
ICHmw3/08,Bl,15
ICHmw3/08,Cw,15
ICHmw3/08,Hw,15
ICHmw3/08,Sx,18
ICHvc/01,Bl,19.92374992
ICHvc/01,Hw,19.19375014
ICHvc/01,Sx,25.10714286
ICHvc/02,Bl,20.63374996
ICHvc/02,Hw,20.41714232
ICHvc/02,Sx,18
ICHvc/03,Bl,18
ICHvc/03,Sx,18
ICHvc/04,Bl,21
ICHvc/04,Sx,21
ICHvc/05,Bl,21
ICHvc/05,Sx,21
ICHvc/06,Bl,15
ICHvc/06,Sx,18
ICHvk1/01,Bl,21
ICHvk1/01,Cw,21
ICHvk1/01,Fd,24
ICHvk1/01,Hw,18
ICHwk1/07,Pw,24
ICHvk1/01,Sx,24
ICHvk1/02,Bl,18
ICHvk1/02,Fd,24
ICHvk1/02,Hw,18
ICHdw/01a,Pw,21
ICHvk1/02,Sx,21
ICHvk1/03,Bl,18
ICHvk1/03,Cw,18
ICHvk1/03,Fd,24
ICHvk1/03,Hw,18
ICHmm/04,Pw,21
ICHvk1/03,Sx,21
ICHvk1/04,Bl,21
ICHvk1/04,Cw,18
ICHvk1/04,Fd,27
ICHvk1/04,Hw,18
ICHmw1/03,Pw,21
ICHvk1/04,Sx,24
ICHvk1/05,Bl,18
ICHvk1/05,Cw,15
ICHvk1/05,Hw,15
ICHmw1/04,Pw,21
ICHvk1/05,Sx,21
ICHvk1/06,Bl,15
ICHvk1/06,Cw,15
ICHvk1/06,Hw,15
ICHvk1/06,Sx,18
ICHvk2/01,Bl,15
ICHvk2/01,Cw,16.58857128
ICHvk2/01,Fd,24.08714294
ICHvk2/01,Hw,20.53142861
ICHvk2/01,Sx,22.77999987
ICHvk2/02,Cw,12
ICHvk2/02,Hw,12
IDFdm1/01,Pl,18
ICHvk2/02,Sx,12
ICHvk2/03,Bl,12
ICHvk2/03,Cw,12
ICHvk2/03,Fd,15
ICHvk2/03,Hw,12
IDFdm1/03,Pl,12
ICHvk2/03,Sx,12
ICHvk2/04,Bl,15
ICHvk2/04,Cw,12
ICHvk2/04,Fd,18
ICHvk2/04,Hw,15
IDFdm1/04,Pl,15
ICHvk2/04,Sx,15
ICHvk2/05,Bl,15
ICHvk2/05,Cw,18
ICHvk2/05,Hw,18
ICHvk2/05,Sx,21
ICHvk2/06,Bl,18
ICHvk2/06,Cw,18
ICHvk2/06,Hw,15
IDFdm1/05,Pl,21
ICHvk2/06,Sx,18
ICHvk2/07,Sb,12
ICHvk2/07,Sx,12
ICHwc/01,Bl,18
ICHwc/01,Hw,15
IDFdm1/06,Pl,24
ICHwc/01,Sx,21
ICHwc/02,Hw,12
ICHwc/03,Bl,18
ICHwc/03,Hw,15
ICHwc/03,Sx,21
ICHwc/04,Bl,18
ICHwc/04,Hw,18
ICHwc/04,Sx,24
ICHwc/05,Bl,18
ICHwc/05,Hw,18
ICHwc/05,Sx,24
ICHwc/06,Bl,21
ICHwc/06,Sx,24
ICHwc/08,Bl,15
ICHwc/08,Hw,15
ICHwc/08,Sx,21
ICHwk1/01,Bl,21
ICHwk1/01,Cw,19.00229998
ICHwk1/01,Fd,24
ICHwk1/01,Hw,20.25200005
IDFdm1/07,Pl,21
IDFdm2/01,Pl,19.9132
ICHmw1/06,Pw,21
ICHwk1/01,Sx,24
ICHwk1/02,Bl,15
ICHwk1/02,Cw,15
ICHwk1/02,Hw,15
IDFdm2/03,Pl,15
ICHwk1/03,Bl,18
ICHwk1/03,Cw,15
ICHwk1/03,Fd,21
ICHwk1/03,Hw,15
IDFdm2/04,Pl,21.67571422
ICHmw3/04,Pw,21
ICHwk1/03,Sx,18
ICHwk1/04,Bl,18
ICHwk1/04,Cw,18
ICHwk1/04,Fd,24.73428535
ICHwk1/04,Hw,18
IDFdm2/05,Pl,21
IDFdm2/07,Pl,18
ICHmw3/05,Pw,21
ICHwk1/04,Sx,21
ICHwk1/05,Bl,21
ICHwk1/05,Cw,21
ICHwk1/05,Fd,24
ICHwk1/05,Hw,18
ICHxw/01,Pw,21
ICHwk1/05,Sx,24
ICHwk1/06,Bl,18
ICHwk1/06,Cw,15
ICHwk1/06,Hw,15
ICHwk1/06,Sx,21
ICHwk1/07,Bl,18
ICHwk1/07,Cw,15
ICHwk1/07,Hw,15
ESSFwm/03,Pw,18
ICHwk1/07,Sx,21
ICHwk1/07,Sx,18
ICHwk1/08,Bl,18
ICHwk1/08,Cw,15
ICHwk1/08,Hw,15
ICHwk1/08,Sx,18
ICHwk2/01,Bl,21.29857172
ICHwk2/01,Cw,17.56285681
ICHwk2/01,Fd,24.30615396
ICHwk2/01,Hw,19.89625025
ICHwk2/01,Sx,22.71272711
ICHwk2/02,Fd,15
IDFdw/01,Pl,18
ICHwk2/03,Fd,15
IDFmw1/01,Pl,22.58294117
ICHwk2/04,Bl,20.30714294
ICHwk2/04,Cw,15.9171426
ICHwk2/04,Fd,21.56699982
IDFmw1/01-YC,Pl,21
ICHwk2/04,Sx,19.54125047
ICHwk2/05,Sx,21
ICHwk2/06,Bl,20.92124987
IDFmw1/03,Pl,15
ICHwk2/06,Sx,22.8974998
ICHwk2/07,Cw,18.02714293
ICHwk2/07,Fd,25.85285677
ICHwk2/07,Sx,24.13714273
ICHwk2/08,Sx,21
ICHwk3/01,Bl,15
ICHwk3/01,Cw,18
ICHwk3/01,Fd,23.48700008
ICHwk3/01,Hw,19.70444436
IDFmw1/04,Pl,18.65857165
ICHwk3/01,Sx,22.03166668
ICHwk3/02,Hw,12
IDFmw1/05,Pl,21
ICHwk3/02,Sx,12
ICHwk3/03,Bl,12
ICHwk3/03,Cw,12
ICHwk3/03,Fd,15
ICHwk3/03,Hw,12
ICHwk3/03,Sx,12
ICHwk3/04,Bl,15
ICHwk3/04,Cw,15
ICHwk3/04,Fd,21.92285688
ICHwk3/04,Hw,15
ICHwk3/04,Sx,15
ICHwk3/05,Bl,18
ICHwk3/05,Cw,18
ICHwk3/05,Fd,21
ICHwk3/05,Hw,18
ICHwk3/05,Sx,19.82875013
ICHwk3/06,Bl,18
ICHwk3/06,Cw,18
ICHwk3/06,Hw,18
IDFmw1/06,Pl,21
ICHwk3/06,Sx,21
ICHwk3/07,Hw,15
ICHwk3/07,Sx,15
IDFmw2/01,Pl,21
ICHwk3/08,Sb,12
ICHwk3/09,Bl,18
ICHwk3/09,Cw,18
ICHwk3/09,Hw,15
ICHwk3/09,Sx,18
ICHwk4/01,Fd,25.63428606
IDFmw2/02,Pl,18
ICHwk4/01,Sx,25.6187501
ICHwk4/02,Fd,15
IDFmw2/03,Pl,21
ICHwk4/03,Fd,15
IDFmw2/04,Pl,24
ICHwk4/04,Fd,18
IDFmw2/05,Pl,18
ICHwk4/04,Sx,21.74571419
ICHwk4/05,Fd,25.7814282
IDFww/01,Pl,24
ICHwk4/05,Sx,24.32428578
IDFww/02,Pl,12
IDFww/03,Pl,18
ICHwk4/06,Sx,24.95125008
ICHwk4/07,Fd,24
IDFxm/03,Pl,13.40999998
MSdc/01,Pl,18
ICHwk4/07,Sx,26.43875003
ICHwk4/08,Sx,18
ICHxw/01,Bg,18
ICHxw/01,Cw,15
ICHxw/01,Fd,21
ICHxw/01,Hw,18
ICHxw/01,Lw,21
MSdc/02,Pl,12
ICHmw1/02,Pw,18
ICHxw/01,Py,21
IDFdk1/01,Fd,17.2408332
MSdc/03,Pl,15
IDFdk1/01,Sx,15
IDFdk1/02,Fd,12
MSdc/04,Pl,21
IDFdk1/02,Py,12
IDFdk1/03,Fd,15
IDFdk1/03,Py,12
IDFdk1/04,Fd,17.09499989
MSdc1/01,Pl,18
IDFdk1/04,Py,15
IDFdk1/05,Bl,18
IDFdk1/05,Fd,19.94714274
IDFdk1/05,Sx,20.55272727
IDFdk1/06,Bl,18
IDFdk1/06,Fd,21
MSdc1/02,Pl,12
IDFdk1/06,Sx,21
IDFdk2/01,Fd,18.47161278
IDFdk2/01,Sx,17.61000008
IDFdk2/02,Fd,12
IDFdk2/02,Py,12
IDFdk2/03,Fd,16.83090921
MSdc1/03,Pl,15
IDFdk2/03,Py,12
IDFdk2/04,Fd,18.95999972
IDFdk2/04,Py,15
IDFdk2/04,Sx,15
IDFdk2/05,Fd,21.29285731
MSdc1/04,Pl,21
IDFdk2/05,Sx,20.43272738
IDFdk2/06,Fd,21
IDFdk2/06,Sx,21
IDFdk2/07,Cw,15
MSdc12/01,Pl,14.97999995
IDFdk2/07,Sx,18
IDFdk3/01,Fd,17.06900005
MSdc2/01,Pl,14.97999995
IDFdk3/01,Sx,19.15375006
IDFdk3/02,Fd,12
MSdk/01,Pl,21.45679979
IDFdk3/03,Fd,12
MSdk/03,Pl,16.67714296
IDFdk3/04,Fd,12
IDFdk3/05,Fd,15
MSdk/04,Pl,18.18552948
IDFdk3/06,Fd,16.8471429
MSdk/05,Pl,19.63914272
IDFdk3/07,Fd,20.15499997
MSdk/06,Pl,15
MSdm1/01,Pl,19.59960007
IDFdk3/07,Sx,20.00999987
IDFdk3/08,Fd,21.88571412
MSdm1/02,Pl,15
IDFdk3/08,Sx,21.1542857
MSdm1/03,Pl,13.25428581
IDFdk3/09,Sx,15
IDFdk4/01,Fd,15.292143
IDFdk4/02,Fd,10.28625005
MSdm1/04,Pl,18.06999999
IDFdk4/03,Fd,9
IDFdk4/04,Fd,12.44428567
IDFdk4/05,Fd,12.58857141
MSdm1/05,Pl,19.95874977
IDFdk4/07,Fd,12.08285713
MSdm1/06,Pl,21
IDFdk4/08,Sx,14.59222221
IDFdk4/09,Fd,15
IDFdk4/09,Sx,16.93999985
IDFdk4/10,Sx,19.11714281
IDFdm1/01,Fd,18.34181838
IDFdm1/01,Lw,18
MSdm1/07,Pl,18.84142876
IDFdm1/01,Py,18
IDFdm1/01,Sx,15
IDFdm1/03,Fd,12
MSdm1/08,Pl,21
IDFdm1/03,Py,15
IDFdm1/04,Fd,15
IDFdm1/04,Lw,15
IDFdm1/04,Py,18
IDFdm1/05,Bl,18
IDFdm1/05,Fd,21
IDFdm1/05,Lw,21
MSdm2/01,Pl,19.31269228
IDFdm1/05,Py,21
IDFdm1/05,Sx,18
IDFdm1/06,Bl,21
IDFdm1/06,Fd,24
IDFdm1/06,Lw,24
IDFdm1/06,Sx,24
IDFdm1/07,Bl,18
IDFdm1/07,Fd,21
IDFdm1/07,Lw,21
MSdm2/03,Pl,15.63199997
IDFdm1/07,Sx,21
IDFdm2/01,Fd,19.30978598
IDFdm2/01,Lw,18
MSdm2/04,Pl,16.96639999
IDFdm2/01,Py,18
IDFdm2/03,Fd,15
IDFdm2/03,Lw,15
IDFdm2/03,Py,15
IDFdm2/04,Fd,20.79775023
IDFdm2/04,Lw,18
MSdm2/05,Pl,20.85333303
IDFdm2/04,Py,18
IDFdm2/04,Sx,18
IDFdm2/05,Fd,21
IDFdm2/05,Lw,21
IDFdm2/05,Sx,21
IDFdm2/07,Fd,18
MSdm2/06,Pl,18
IDFdm2/07,Sx,15
IDFdw/01,Fd,15
IDFdw/01,Sx,12
IDFmw1/01,Cw,15.47083314
IDFmw1/01,Fd,22.82576917
IDFmw1/01,Lw,20.95833348
MSdm2/07,Pl,15
IDFmw1/01,Py,21
IDFmw1/01,Sx,18
IDFmw1/01-YC,Cw,15
IDFmw1/01-YC,Fd,21
IDFmw1/01-YC,Lw,24
IDFmw1/01-YC,Py,21
IDFmw1/01-YC,Sx,18
IDFmw1/02,Fd,15
IDFmw1/02,Py,15
IDFmw1/03,Fd,18
MSdv/01,Pl,16.24571419
IDFmw1/03,Py,18
IDFmw1/04,Cw,15
IDFmw1/04,Fd,19.1528571
IDFmw1/04,Lw,21
IDFmw1/04,Py,18
IDFmw1/05,Cw,18
IDFmw1/05,Fd,21
IDFmw1/05,Lw,24
MSdv/01,Pl,15
IDFmw1/05,Sx,21
IDFmw1/06,Cw,21
IDFmw1/06,Fd,24
IDFmw1/06,Lw,27
IDFmw1/06,Sx,24
IDFmw2/01,Cw,15
IDFmw2/01,Fd,23.11428561
MSdv/02,Pl,12
IDFmw2/01,Py,18
IDFmw2/01,Sx,18
IDFmw2/02,Fd,15
IDFmw2/02,Py,15
IDFmw2/03,Fd,18
MSdv/03,Pl,15
IDFmw2/03,Py,15
IDFmw2/04,Cw,21
IDFmw2/04,Fd,21
IDFmw2/04,Sx,21
IDFmw2/05,Cw,15
MSdv/04,Pl,15
IDFmw2/05,Sx,18
IDFww/01,Cw,15
IDFww/01,Fd,24
MSdv/05,Pl,15
IDFww/01,Py,24
IDFww/02,Fd,12
IDFww/03,Fd,18
IDFww/03,Py,18
IDFww/04,Cw,15
IDFww/04,Fd,24
IDFww/04,Py,24
IDFww/05,Cw,24
IDFww/05,Fd,27
IDFww/05,Ss,27
IDFww/06,Bg,36
IDFww/06,Cw,27
IDFww/06,Fd,36
IDFww/06,Ss,36
IDFww/07,Cw,15
IDFww/07,Ss,21
IDFxh1/01,Fd,16.28384612
IDFxh1/01,Py,16.78499985
IDFxh1/02,Fd,12
IDFxh1/02,Py,12
IDFxh1/03,Fd,12
IDFxh1/03,Py,15
IDFxh1/04,Fd,15
IDFxh1/04,Py,15
IDFxh1/05,Fd,15
IDFxh1/05,Py,15
IDFxh1/06,Fd,18
IDFxh1/06,Py,18
IDFxh1/07,Fd,18
IDFxh1/07,Py,18
IDFxh1/08,Fd,21
IDFxh1/08,Py,21
IDFxh1/08,Sx,18
IDFxh2/01,Fd,15
IDFxh2/01,Py,15
IDFxh2/02,Fd,12
IDFxh2/02,Py,12
IDFxh2/03,Fd,12
IDFxh2/03,Py,12
IDFxh2/04,Fd,15
IDFxh2/04,Py,15
IDFxh2/05,Fd,15
IDFxh2/05,Py,15
IDFxh2/06,Fd,15
IDFxh2/06,Py,15
IDFxh2/07,Fd,21
IDFxh2/07,Py,21
IDFxh2/07,Sx,18
IDFxh2/08,Fd,21
IDFxh2/08,Sx,21
IDFxm/01,Fd,16.40222221
IDFxm/02,Fd,12
IDFxm/03,Fd,13.03000001
IDFxm/04,Fd,14.78714262
IDFxm/05,Fd,15.28571456
IDFxm/06,Fd,15
IDFxm/07,Fd,15
IDFxm/08,Fd,18
IDFxm/08,Sx,18.47571441
IDFxm/09,Sx,18
IDFxw/01,Fd,16.61999989
IDFxw/01,Py,15.38999993
IDFxw/02,Fd,6
IDFxw/02,Py,6
IDFxw/03,Fd,9
IDFxw/03,Py,9
IDFxw/04,Fd,9
IDFxw/04,Py,11.86142853
IDFxw/05,Fd,15
IDFxw/06,Fd,21
IDFxw/06,Sx,18
IDFxw/07,Fd,21
IDFxw/07,Sx,21
MHmm1/01,Ba,12
MHmm1/01,Hm,12
MHmm1/01,Hm,16
MHmm1/02,Ba,8
MHmm1/02,Hm,8
MHmm1/02,Hm,12
MHmm1/03,Ba,12
MHmm1/03,Hm,12
MHmm1/04,Ba,8
MHmm1/04,Ba,12
MHmm1/04,Hm,8
MHmm1/04,Hm,16
MHmm1/05,Ba,16
MHmm1/05,Hm,16
MHmm1/06,Ba,8
MHmm1/06,Hm,8
MHmm1/07,Ba,8
MHmm1/07,Hm,8
MHmm1/08,Hm,8
MHmm1/09,Hm,8
MHmm2/01,Ba,12
MHmm2/01,Ba,16
MHmm2/01,Hm,12
MHmm2/01,Hm,16
MHmm2/02,Ba,8
MHmm2/02,Ba,12
MHmm2/02,Hm,8
MHmm2/02,Hm,12
MHmm2/03,Ba,12
MHmm2/03,Ba,16
MHmm2/03,Hm,12
MHmm2/03,Hm,16
MHmm2/04,Ba,8
MHmm2/04,Ba,16
MHmm2/04,Hm,8
MHmm2/04,Hm,16
MHmm2/05,Ba,16
MHmm2/05,Hm,16
MHmm2/06,Ba,8
MHmm2/06,Hm,8
MHmm2/07,Ba,8
MHmm2/07,Hm,8
MHmm2/08,Hm,8
MHmm2/09,Hm,8
MHwh/01,Ba,12
MHwh/01,Hm,12
MHwh/01,Hw,12
MHwh/01,Yc,12
MHwh/101,Hm,12
MHwh/101,Hw,12
MHwh/101,Ss,12
MHwh/101,Yc,12
MHwh/110,Hm,12
MHwh/110,Hw,12
MHwh/110,Ss,12
MHwh/110,Yc,12
MHwh1/01,Ba,12
MHwh1/01,Hm,12
MHwh1/01,Hw,12
MHwh1/01,Yc,12
MSdc/01,Bl,15
MSdc/01,Fd,15
MSdv/06,Pl,15
MSdc/01,Sx,15
MSdc/02,Bl,9
MSdc/02,Fd,12
MSdc/02,Sx,9
MSdc/03,Bl,12
MSdc/03,Fd,15
MSdc/03,Sx,12
MSdc/04,Bl,18
MSdc/04,Fd,18
MSdc/04,Sx,18
MSdc1/01,Bl,15
MSdc1/01,Fd,15
MSdc1/01,Sx,15
MSdc1/02,Bl,9
MSdc1/02,Fd,12
MSdc1/02,Sx,9
MSdc1/03,Bl,12
MSdc1/03,Fd,15
MSdv/06,Pl,14.5
MSdc1/03,Sx,12
MSdc1/04,Bl,18
MSdc1/04,Fd,18
MSdc1/04,Sx,18
MSdc12/01,Bl,15
MSdc12/01,Sx,15
MSdc2/01,Bl,15
MSdc2/01,Sx,15
MSdk/01,Bl,18.05624986
MSdk/01,Fd,20.44418179
MSdk/01,Sx,20.08175008
MSdk/03,At,19.50857149
MSdk/03,Bl,12
MSdk/03,Fd,18.25328595
MSdk/03,Sx,15
MSdk/04,Bl,18.41428566
MSdk/04,Fd,18.86084
MSdv/07,Pl,15
MSdk/04,Sx,22.67714282
MSdk/05,Bl,15
MSdk/05,Fd,17.27857127
MSdk/05,Sx,22.37300001
MSdk/06,Bl,15
MSdk/06,Fd,18
MSdk/06,Sx,18
MSdk1/01,Lw,18.78714303
MSdk1/03,Lw,18
MSdk1/04,Lw,16.38428552
MSdk1/05,Lw,21.20999963
MSdm1/01,Bl,18.56117636
MSdm1/01,Fd,18
MSdm1/01,Lw,21
MSdv/08,Pl,15
MSdm1/01,Sx,16.8544444
MSdm1/02,Fd,15
MSdm1/02,Lw,15
MSxk/01,Pl,15.53666673
MSdm1/03,Bl,15
MSdm1/03,Fd,18
MSdm1/03,Lw,18
MSxk/02,Pl,11.86333333
MSdm1/03,Sx,15
MSdm1/04,Bl,15
MSdm1/04,Fd,18
MSdm1/04,Lw,21
MSxk/05,Pl,15.99833345
MSdm1/04,Sx,15.96714265
MSdm1/05,Bl,18
MSdm1/05,Fd,18
MSxk/06,Pl,15.94192296
MSdm1/05,Sx,18
MSdm1/06,Bl,16.52800007
MSdm1/06,Fd,18
MSxk/07,Pl,17.05888897
MSdm1/06,Sx,19.43666649
MSdm1/07,Bl,15
MSxk/08,Pl,18
MSdm1/07,Sx,15
MSdm1/08,Bl,18
MSdm1/08,Fd,18
MSxk/09,Pl,15
MSdm1/08,Sx,21
MSdm2/01,Bl,16.87473674
MSdm2/01,Fd,18.89875019
MSdm2/01,Sx,16.85772727
MSdm2/03,Bl,15
MSdm2/03,Fd,18
MSxk1/01,Pl,15.53666673
MSdm2/03,Sx,15
MSdm2/04,Bl,15
MSdm2/04,Fd,19.44666693
MSdm2/04,Sx,15
MSdm2/05,Bl,19.27222231
MSdm2/05,Fd,18
MSxk1/02,Pl,11.86333333
MSdm2/05,Sx,21.3883334
MSdm2/06,Bl,15
MSdm2/06,Fd,18
MSxk1/05,Pl,15.99833345
MSdm2/06,Sx,15
MSdm2/07,Bl,12
MSxk1/06,Pl,15.94192296
MSdm2/07,Sx,12
MSdv/01,Bl,15
MSxk1/07,Pl,17.05888897
MSxk1/08,Pl,18
MSdv/01,Sx,16.35857173
MSdv/01,Sx,15
MSxk1/09,Pl,15
MSdv/03,Pa,6
MSxv/01,Pl,16.21642842
MSdv/03,Sx,9
MSxv/02,Pl,12
MSxv/03,Pl,13.61090903
MSxv/04,Pl,14.80882347
MSxv/05,Pl,15.77285685
MSdv/06,Sx,12.91857147
MSdv/06,Sx,12
MSxv/06,Pl,17.6266667
MSdv/07,Sx,15
MSxv/07,Pl,15.46857139
MSdv/08,Sx,12
MSdv/09,Sx,12
MSxk/01,Bl,12
MSxk/01,Fd,15
MSxv/08,Pl,12
PPdh2/01,Pl,12
MSxk/01,Sx,14.82416662
MSxk/02,Bl,9
MSxk/02,Fd,12
PPdh2/03,Pl,15
MSxk/02,Sx,12
MSxk/05,Bl,12
MSxk/05,Fd,15
SBPSdc/01,Pl,20.10374999
MSxk/05,Sx,12
MSxk/06,Bl,15
MSxk/06,Fd,18
SBPSdc/02,Pl,14.64999986
SBPSdc/03,Pl,16.0700001
MSxk/06,Sx,14.0575
MSxk/07,Bl,12
SBPSdc/04,Pl,15
MSxk/07,Sx,14.58428608
MSxk/08,Bl,15
SBPSdc/05,Pl,18.35249972
MSxk/08,Sx,15
MSxk/09,Bl,12
SBPSdc/06,Pl,21
SBPSdc/07,Pl,9
MSxk/09,Sx,12
MSxk1/01,Bl,12
MSxk1/01,Fd,15
SBPSdc/08,Pl,15
MSxk1/01,Sx,14.82416662
MSxk1/02,Bl,9
MSxk1/02,Fd,12
SBPSmc/01,Pl,18.65714291
SBPSmc/01,Pl,12
MSxk1/02,Sx,12
MSxk1/05,Bl,12
MSxk1/05,Fd,15
SBPSmc/02,Pl,12.02428586
SBPSmc/02,Pl,9
MSxk1/05,Sx,12
MSxk1/06,Bl,15
MSxk1/06,Fd,18
SBPSmc/03,Pl,9
SBPSmc/04,Pl,9
MSxk1/06,Sx,14.0575
MSxk1/07,Bl,12
SBPSmc/05,Pl,16.87571417
MSxk1/07,Sx,14.58428608
MSxk1/08,Bl,15
SBPSmc/05,Pl,15
SBPSmc/06,Pl,12
