PlotNumber,SubPlot,TreeNum,Species,DBH,Ht,BHA,SI50,remove
KN02412,1,1,Pl,37,21.5,66,18.25,
KN02533,1,2,Lw,35.1,25.7,87,18.25,
KN02932,1,2,Fd,28.3,20.2,58,18.25,
Mer2615,1,1,Fd,28.3,13.3,33,18.25,
SBC5900,1,1,Sx,39.4,21.6,62,18.25,
SBC3309,1,4,Pl,21.9,20.6,61,18.25,
K01-094,1,2,Bl,33.6,25.52379,83,18.25,
SBC5753,1,3,Sx,6.5,4.9,13,18.25,
SBC7071,1,1,Cw,11.1,8.1,21,18.25,
KN03001,1,2,Hw,35.5,30.7,115,18.24,
K00-942,1,2,Sx,31.4,20,56,18.24,
SBC4307,1,1,Sx,25.8,22.1,64,18.24,
SBC7203,1,2,Fd,17.5,9.7,23,18.24,
SBC7482,1,1,Bl,15.3,13.3,34,18.24,
M221,1,1,Bl,39.8,23.3,71,18.23,
KN02576,1,1,Sx,23.6,14.5,39,18.23,
SETB14,1,2,Sx,28.8,27.6,91,18.23,
SBC3732,1,1,Sx,,18.2,50,18.23,
SBC3130,1,1,Sx,50.9,27.6,91,18.23,
SBC4329,1,2,Pl,27.9,20.4,60,18.23,
SBC7711,1,3,Bl,10.9,9.3,23,18.23,
SBC7839,1,1,Pl,34.9,22.3,71,18.23,
SBC3258,1,2,Sx,37.2,29.4,103,18.22,
IFS8851,1,1,Fd,,27.27,97,18.22,
962001,1,1,Cw,,28.7,93,18.22,
01OK190,1,1,Pl,12.4,7.2,15,18.22,
t49172,1,1,Pl,30.7,26,103,18.22,
K99-321,1,1,Sx,32,25.21698,78,18.22,
1618-5,1,1,Pl,27.4,26.1,104,18.22,
SBC5834,1,2,Hw,4.7,4.3,10,18.22,
SBC5907,1,1,Bl,7.4,4.6,11,18.22,
SBC6181,1,3,Fd,13.9,12.6,31,18.22,
SBC7086,1,1,Pl,16.1,7.6,16,18.22,
NPSP009,1,2,Bl,18.8,12.6,32,18.21,
SBC3735,1,1,Pl,,22.28,71,18.21,
SBC2938,1,4,Hw,33,23.8,72,18.21,
98--206,1,235,At,,22.8,76,18.21,
01OK147,1,1,Pl,11.7,6.4,13,18.21,
SBC4712,1,1,Fd,30.1,17.15,46,18.21,
SBC4802,1,1,Sx,35.5,25.2,78,18.21,
SBC7502,1,2,Bl,17.8,17.9,49,18.21,
KN02879,1,2,Se,19.9,13.7,36,18.2,
602Asu,1,1,Bg,34.2,28,94,18.2,
SBC2536,1,3,Hw,17.2,11.3,30,18.2,
PyGIF71,1,1,Py,,37.71,158,18.2,
SBC1821,1,1,Ba,35.9,24.2,74,18.2,
SBC2538,1,2,Ba,30.7,19.6,55,18.2,
SBC6182,1,1,Pl,20.3,10.6,24,18.2,
SBC7188,1,2,Pl,11.3,6.8,14,18.2,
SBC7421,1,1,Pl,10.8,10.6,24,18.2,
SBC7550,1,2,Sx,20.8,12.3,33,18.2,
SBC7932,1,1,Pl,13,6.8,14,18.2,
08-4571,1,1,Py,40.5,24.6,73,18.19,
SBC3682,1,1,Pl,,17.48,47,18.19,
SBC6112,1,1,Bl,8.1,6.1,15,18.19,
01OK011,1,1,Bl,9.2,6.1,15,18.19,
SBC4961,1,1,Bl,8.4,6.1,15,18.19,
SBC6749,1,1,Sw,30.2,21.02,60,18.19,
KN02427,1,2,Bl,14,8.9,22,18.18,
KN02571,1,2,Cw,43.1,23.7,70,18.18,
RT32014,1,1,Fd,14.5,8.9,21,18.18,
RT32414,1,1,Bl,13.5,11.5,29,18.18,
SBC3699,1,2,Sx,,25.95,82,18.18,
98--095,1,204,At,,18.4,51,18.18,
01OK040,1,1,Pl,34.2,26.2,106,18.18,
SBC3134,1,1,Pl,38.2,22.1,70,18.18,
SBC7936,1,1,Bl,18.6,11.5,29,18.18,
KN02966,1,1,Se,25,19.1,53,18.17,
SBC4365,1,1,Ep,25.3,20.4,63,18.17,
HwiGI5,1,1,Hw,,29.1,103,18.17,
SBC4311,1,1,Ep,23.7,20.4,63,18.17,
SBC4426,1,1,At,15.3,17.5,47,18.17,
SBC5914,1,1,Bl,29.5,28.8,108,18.17,
KN02578,1,1,Fd,20.4,12.9,32,18.16,
RT31114,1,1,Fd,13.3,10.4,25,18.16,
SBC5695,1,4,Bl,15.7,12.9,33,18.16,
SBC0923,1,1,At,22.7,22.3,73,18.16,
98-2362,1,3,Ep,23.8,24.47,99,18.16,
SBC2032,1,1,Sx,41.7,21.5,62,18.16,
ARS-90,1,1,Bl,10.5,6.9,17,18.16,
SBC2681,1,2,Hw,30.5,23.3,70,18.16,
SBC6305,1,1,Fd,11.5,6.1,14,18.16,
SBC6520,1,1,Pl,12.3,9.5,21,18.16,
SBC7817,1,1,Sx,14,10.4,28,18.16,
SBC3646,1,1,Pl,,25.02,93,18.15,
SBC5085,1,2,Pl,31.7,23.5,80,18.15,
Peach03,1,1,Bl,10.9,8.1,20,18.15,
PyGIF5,1,1,Py,,30.85,104,18.15,
K01-417,1,1,Pl,42.3,26.93298,117,18.15,
SBC5123,1,1,Bl,51,30,120,18.15,
SBC5240,1,1,Cw,56.1,31.5,110,18.15,
SBC7668,1,3,Fd,13.2,8.1,19,18.15,
SBC7730,1,1,Sx,31.2,22,64,18.15,
KN02456,1,2,Fd,26.1,21.6,65,18.14,
KN02496,1,2,Se,37.8,22.3,64,18.14,
KN02800,1,2,Bl,24.2,22.8,69,18.14,
FDMR-08,1,1,Fd,,18.9,53,18.14,
01OK138,1,1,Sx,20.2,17.5,48,18.14,
SBC3038,1,1,Cw,,22.9,67,18.14,
SBC3379,1,4,Sx,46.1,28.3,96,18.14,
INVS29,1,1,Fd,23.9,21.6,65,18.14,
SBC5650,1,3,Bl,22.5,24,75,18.14,
SBC5713,1,1,Bl,10.8,6.5,16,18.14,
SBC5837,1,3,Cw,22,11.4,30,18.14,
SBC7421,1,3,At,10.7,10.9,24,18.14,
SBC7474,1,1,Fd,39.3,16.8,45,18.14,
SBC7488,1,1,Bl,7,6.5,16,18.14,
SBC7587,1,1,Fd,34.6,23.4,74,18.14,
SETB20,1,2,Fd,30.5,21.8,66,18.13,
SBC3258,1,1,Bl,36.5,28.2,103,18.13,
SBC6075,1,2,Pl,12.9,10.2,23,18.13,
SBC1003,1,1,Yc,15.3,9.5,25,18.13,
IFS8890,1,1,Fd,,30.37,123,18.13,
SBC3045,1,1,Pl,15.3,10.2,23,18.13,
SBC3433,1,1,Bl,34.7,19.5,55,18.13,
345-2,1,1,Fd,21.7,21.8,66,18.13,
SBC5771,1,2,Cw,15.3,9.5,25,18.13,
M213,1,1,Pl,23,11.6,27,18.12,
PSP9722,1,2,Hw,23.6,18.7,52,18.12,
M138.1,1,1,Pl,25.1,25.8,102,18.12,
SBC5682,1,1,Pl,15.1,15.6,40,18.12,
KN02740,1,1,Se,25.9,11.1,29,18.12,
KN02934,1,1,Pl,24,21.7,68,18.12,
SBC5352,1,3,Hw,30.6,12.3,33,18.12,
SBC5783,1,2,Pl,18.2,19.7,57,18.12,
SBC1364,1,1,Sw,27.2,21.2,61,18.12,
t49233,1,1,Fd,40.4,22.2,68,18.12,
K01-020,1,1,Fd,45,25.93905,89,18.12,
NEpsp23,1,1,Fd,28.3,16.5,44,18.11,
KN02909,1,1,Hw,17.5,13.4,36,18.11,
SBC2965,1,2,Pl,26.7,18.4,51,18.11,
PyGIF84,1,1,Py,,27.84,88,18.11,
SBC1339,1,1,Sw,26.7,20.4,58,18.11,
02OKW34,1,1,Sx,14.5,9.6,26,18.11,
02OKD11,1,1,Bl,10.7,7.7,19,18.11,
SBC6885,1,1,Bl,18.7,14.5,38,18.11,
SBC7662,1,1,Bl,13.4,7.7,19,18.11,
SBC8024,1,1,Fd,28.3,16.5,44,18.11,
SBC7284,1,1,Sx,39.5,22.2,65,18.1,
N99G23,1,1,Fd,26.4,19.8,57,18.1,
Mer2434,1,3,Bl,15,9.6,24,18.1,
T1279,1,8,Pl,27.4,25.6,100,18.1,
SBC1025,1,1,Cw,,25.03,76,18.1,
t49271,1,1,Pl,36.1,24.2,86,18.1,
SBC3029,1,24,Hm,,7.8,23,18.1,
SBC3371,1,1,Pl,21.9,12.9,31,18.1,
SBC4698,1,1,Fd,26.4,19.8,57,18.1,
SBC6623,1,1,Sx,28.8,21.7,63,18.1,
KN02915,1,1,Se,22,13.6,36,18.09,
SBC3684,1,1,Pl,,17.14,46,18.09,
SBC2516,1,3,Ba,20.1,16.9,46,18.09,
SBC1334,1,1,Sw,38.6,27.6,92,18.09,
t49226,1,1,Bl,15.6,10.7,27,18.09,
SBC3061,1,1,Bl,27.3,19.2,54,18.09,
SBC5438,1,2,Hw,29.1,24.7,77,18.09,
SBC5901,1,1,Bl,5.3,4.2,10,18.09,
SBC7122,1,1,Bl,7.6,4.2,10,18.09,
KN02428,1,4,Cw,11.6,6.5,17,18.08,
SBC3150,1,1,Pl,33.5,27.2,123,18.08,
SBC4759,1,1,Pl,19,17.6,48,18.08,
TFLS70,1,1,Bl,26.1,25,81,18.08,
SBC1034,1,4,Cw,,31.27,109,18.08,
SBC2048,1,1,Sx,24.5,20.9,60,18.08,
SBC3024,1,6,Pl,,13.2,32,18.08,
SBC3372,1,1,Pl,31.2,13.2,32,18.08,
SBC7426,1,1,Sx,16.9,7.7,21,18.08,
102.2su,1,1,Fd,30.9,23.3,74,18.07,
IFS8858,1,1,Fd,,26.32,92,18.07,
98--095,1,203,At,,18.5,52,18.07,
01OK114,1,1,Pl,31.4,24.9,93,18.07,
SBC3445,1,1,Bl,20.5,16,43,18.07,
SBC4418,1,2,Ep,20,19,55,18.07,
02OKW27,1,1,Fd,42.3,19.3,55,18.07,
DM2099,1,2,Bl,37.2,27.1,95,18.06,
KN02461,1,1,Bl,36.1,27.1,95,18.06,
SBC3230,1,2,Pl,30.5,25.3,97,18.06,
SBC3849,1,3,Sx,,19.8,56,18.06,
SBC4346,1,1,At,24.6,23.8,85,18.06,
TFLS24,1,1,Pl,30.8,26.7,115,18.06,
962001,1,3,Cw,,28.5,93,18.06,
t49160,1,1,PL,31.9,26.5,112,18.06,
SBC3022,1,15,Cw,,14.2,38,18.06,
SBC3322,1,1,Pl,34.1,25.9,104,18.06,
SBC6264,1,1,Hw,22.2,11.9,32,18.06,
KN02564,1,3,Se,40.4,32.2,106,18.05,
Mer2403,1,3,Pl,33.7,21.8,69,18.05,
SBC2960,1,2,Sx,25.9,21.9,64,18.05,
KApsp08,1,1,Pl,26.6,27,120,18.05,
SBC1289,1,3,Sw,,8.81,24,18.05,
97--007,1,5,At,,26.5,111,18.05,
01OK118,1,1,Fd,28,20.2,59,18.05,
t49152,1,1,Fd,38.4,25.2,85,18.05,
SBC6742,1,1,Sw,27.8,20.6,59,18.05,
SBC7835,1,1,Pl,35.8,17.1,46,18.05,
NEpsp06,1,1,Bl,22.5,21.6,64,18.04,
T1455,1,2,Fd,22.8,22.1,68,18.04,
T1471,1,4,Pl,19.5,22.4,73,18.04,
01OK176,1,1,Pl,22.9,22.1,71,18.04,
ARS-236,1,1,Pl,22.1,19.4,56,18.04,
SBC3030,1,6,Hw,,23.8,73,18.04,
SBC3444,1,1,Bl,28.7,21.6,64,18.04,
02OKW69,1,1,Hw,8.5,7.6,20,18.04,
02OKD1,1,1,Pl,12.5,7.1,15,18.04,
SBC5946,1,1,Sx,22.5,15.4,42,18.04,
SBC6105,1,1,Pl,15.6,7.5,16,18.04,
SBC7875,1,1,Sx,26.2,23.3,70,18.04,
SBC8014,1,1,Bl,22.5,21.6,64,18.04,
KN03013,1,1,Hw,15.4,9.05,24,18.03,
RT31813,1,1,Py,17.8,11.8,31,18.03,
KN02912,1,1,Hw,24,12.6,34,18.03,
Mer2630,1,2,Ba,15,8.5,23,18.03,
T1148,1,6,Pl,23,20,59,18.03,
ARS-20,1,1,Bl,10.3,4.9,12,18.03,
ARS-21,1,1,Bl,10.4,4.9,12,18.03,
SBC3288,1,5,Sw,28.1,22.6,67,18.03,
SBC4006,1,2,Sx,,22.6,67,18.03,
SBC6898,1,1,Fd,23.1,14.1,36,18.03,
SBC3244,1,1,Sx,31.8,28.9,101,18.02,
SBC6141,1,2,Sx,35.9,29.6,106,18.02,
SBC0447,1,1,Sx,,19.49,55,18.02,
SBC1365,1,1,Sw,30,21.1,61,18.02,
SBC2089,1,2,Cw,40.5,24.7,75,18.02,
t49268,1,1,Pl,32.3,26.9,119,18.02,
M210,1,1,Se,18.5,10.2,27,18.01,
Mer2626,1,1,Ba,40.8,25.8,83,18.01,
SBC4356,1,1,Ep,17,17,45,18.01,
PyGIF96,1,1,Py,,27.51,87,18.01,
SBC1366,1,2,At,34.8,24,87,18.01,
SBC3103,1,1,Pl,11.3,6.7,14,18.01,
SBC4514,1,1,Pl,10.9,6.7,14,18.01,
02OKD19,1,1,Pl,14.5,6.7,14,18.01,
SBC5273,1,1,Hw,52.6,28.2,98,18.01,
SBC5475,1,4,Sx,12.6,10.3,28,18.01,
SBC7202,1,1,Pl,10.6,6.7,14,18.01,
SBC7684,1,2,Hw,25.4,15.7,43,18.01,
M219,1,1,Se,56.2,29.4,93,18,
SBC3687,1,1,Pl,,17.29,47,18,
SBC6246,1,2,Pl,28.2,23.6,82,18,
SBC6992,1,2,Sx,10.8,8.4,23,18,
SBC1035,1,1,Cw,,27.26,87,18,
SBC2033,1,2,Hw,22.2,21.5,63,18,
SBC3039,1,26,Ss,,12.5,34,18,
SBC3043,1,8,Cw,,18.6,52,18,
SBC4002,1,1,Sx,,18.3,51,18,
K01-001,1,1,Py,37.5,20.9846,60,18,
SBC7182,1,1,Pl,11.6,6.3,13,18,
PSP9185,1,2,Lw,21.5,19.7,57,17.99,
KN02512,1,1,Cw,39.8,21.7,63,17.99,
Mer2610,1,2,Pl,19,11.5,27,17.99,
SBC6591,1,1,Pl,7.9,5.5,11,17.99,
SBC0957,1,1,Fd,30.1,23.2,74,17.99,
SBC0428,1,1,Sx,,19.72,56,17.99,
SBC1808,1,2,Ss,33.2,30.2,100,17.99,
00kfr30,1,1,Pl,25.3,20.7,63,17.99,
SBC4513,1,1,Sx,47.3,27.5,92,17.99,
KN02402,1,2,Bl,14,8,20,17.98,
KN03004,1,1,Fd,19.5,19.2,55,17.98,
Mer2637,1,1,Ba,45.3,30.2,110,17.98,
SBC4329,1,1,Fd,25.8,19.9,58,17.98,
SBC5752,1,1,Fd,14.4,8.8,21,17.98,
SBC6371,1,1,At,41.3,25.4,100,17.98,
7SIB120,1,1,Lw,37.5,27.6,104,17.98,
8OK4593,1,2,Pl,20.5,12.8,31,17.98,
SBC6855,1,1,Fd,22.8,13.1,33,17.98,
SBC6910,1,2,Py,17.7,12.7,34,17.98,
SBC7362,1,1,Sx,6.3,4.8,13,17.98,
DM2124,1,1,Sx,16.4,9.9,27,17.97,
SBC7264,1,1,At,21.2,18.8,54,17.97,
INVS91,1,1,Lw,33,27.1,100,17.97,
SBC5812,1,1,Bl,36.1,27.9,102,17.97,
t4994,1,1,Pl,25.7,24.9,94,17.97,
SBC1303,1,1,Sw,22.4,19.7,56,17.97,
SBC3074,1,1,Pl,21.6,10.8,25,17.97,
K99-136,1,1,Fd,36.1,29.21106,115,17.97,
SBC5729,1,1,Sx,31.8,24.1,74,17.97,
SBC6519,1,1,Pl,20.9,21.2,66,17.97,
SBC6624,1,1,Sx,25.6,25.9,83,17.97,
KN02426,1,1,Pl,23.3,20.3,61,17.96,
SBC5781,1,2,Fd,18,22.4,70,17.96,
SBC0565,1,1,Se,,23.73,70,17.96,
DM2125,1,1,Bl,9,6.8,17,17.95,
SBC7180,1,2,Bl,16.2,9.5,24,17.95,
SBC7303,1,1,Bl,8.8,6.8,17,17.95,
401.2su,1,1,Se,24.6,22.9,67,17.95,
KN03008,1,1,Cw,15.5,9,24,17.95,
SETB5,1,2,Hw,22.1,20.7,60,17.95,
SBC2523,1,3,Cw,16,10.1,27,17.95,
SBC3701,1,1,Pl,,23.42,81,17.95,
T1280,1,1,Pl,19.2,22,71,17.95,
SBC7708,1,2,Bl,7.9,6,15,17.95,
SBC7925,1,1,Bl,14.7,9.5,24,17.95,
M102,1,1,Bl,26.5,20.8,61,17.94,
SBC1357,1,2,At,27,21.6,70,17.94,
01OK196,1,1,Pl,31.4,21,65,17.94,
t49185,1,1,Pl,19.9,14.3,36,17.94,
SBC3172,1,1,Sx,35.2,19.4,55,17.94,
SBC3294,1,4,Pl,20.4,19.9,59,17.94,
345-2,1,1,Pl,21.8,19.9,59,17.94,
SBC5962,1,1,Bl,29.7,29.2,114,17.94,
6SIB1-5,1,1,Pl,12.2,11.8,28,17.94,
SBC7204,1,2,Fd,15.8,9.9,24,17.94,
SBC7599,1,1,Fd,36.3,25.2,86,17.94,
RT32714,1,1,Bl,11.1,7.6,19,17.93,
SBC4647,1,1,Cw,40.2,19.7,56,17.93,
SBC5570,1,2,Cw,27.1,23.9,72,17.93,
SBC6156,1,2,Bl,8.9,7.6,19,17.93,
SBC0252,1,1,Hw,,30.2,114,17.93,
TFLS75,1,1,Bl,25.3,25.5,85,17.93,
01OK030,1,1,Pl,25.3,21.5,68,17.93,
ARS-67,1,1,Pl,16.4,8.2,18,17.93,
K00-898,1,2,Pl,37.2,24.22137,88,17.93,
8OK3679,1,3,Pl,12.5,8.2,18,17.93,
KApsp76,1,2,Ep,12.4,11.6,25,17.92,
HwiGI12,1,1,Hw,,29.45,108,17.92,
01OK009,1,1,Se,19.9,9,24,17.92,
SBC3288,1,2,Sw,30.8,22,65,17.92,
SBC3316,1,3,Pl,26.9,12.1,29,17.92,
INVS30,1,1,Lw,15.7,17.9,50,17.92,
SBC5181,1,2,Bl,16.5,11.3,29,17.92,
SBC7377,1,1,Sx,23.8,22,65,17.92,
PSP9722,1,1,Fd,15,15.5,41,17.91,
SBC4376,1,1,Sx,20.7,20.2,58,17.91,
SBC6193,1,2,Sx,23.7,20.2,58,17.91,
KApsp50,1,1,Pl,31.4,25.3,99,17.91,
SBC5138,1,1,At,23.8,21.4,69,17.91,
KN02472,1,2,Se,27.2,18.2,51,17.9,
KN02709,1,1,Fd,23.8,14.9,39,17.9,
KN02946,1,4,Bl,25.7,25.3,84,17.9,
SBC3692,1,1,Pl,,16.69,45,17.9,
SBC1018,1,3,Cw,,24.81,76,17.9,
01OK048,1,1,Sx,18.4,18.5,52,17.9,
SBC2030,1,2,Hw,21.8,11.1,30,17.9,
SBC3342,1,3,Sw,12.5,11.7,32,17.9,
INVS58,1,1,Pl,32,26.7,118,17.9,
SBC5975,1,1,Bl,7.5,5.6,14,17.9,
SBC6416,1,1,Pl,17.5,15.4,40,17.9,
KN02516,1,2,Fd,25,22.7,72,17.89,
KN02616,1,1,Py,29.3,20,57,17.89,
Mer2625,1,3,Se,41.7,26.7,82,17.89,
SBC4792,1,1,Pl,19.1,7.8,17,17.89,
01OK168,1,1,Fd,35.7,24.8,84,17.89,
SBC2037,1,1,Hw,11.8,5.5,14,17.89,
K01-170,1,1,Fd,43,26.51788,95,17.89,
INVS141,1,1,Fd,9.7,6.4,15,17.89,
SBC5860,1,2,Sx,9,5.8,16,17.89,
SBC5986,1,1,Sx,22.5,22.9,69,17.89,
SBC6618,1,1,Sx,7.6,5.8,16,17.89,
7SIB142,1,1,Sx,50.1,28.9,102,17.89,
KN02413,1,1,Cw,29.9,20.5,59,17.88,
SBC7277,1,1,Pl,14.1,15.1,39,17.88,
KApsp79,1,2,Cw,34.9,23.6,71,17.88,
TFLS72,1,1,Se,25.4,19.4,55,17.88,
SBC1025,1,2,Cw,,25.22,78,17.88,
SBC4292,1,3,Bl,24.2,20.5,60,17.88,
02OKW9,1,1,Fd,30,21.9,68,17.88,
SBC5626,1,1,Cw,39.4,22.6,67,17.88,
SBC5638,1,4,At,33.5,24.2,90,17.88,
8OK3796,1,1,Hw,9.3,8.6,23,17.88,
SBC7777,1,1,Sx,7.7,5.1,14,17.88,
SBC5675,1,1,Pl,12.7,9.3,21,17.87,
KN02461,1,2,Se,40.5,27.4,85,17.87,
SBC3723,1,1,Sx,,27.35,92,17.87,
SBC4789,1,1,Bl,41.3,28.7,110,17.87,
SBC5362,1,2,Hw,32.2,25.2,81,17.87,
SBC3309,1,2,Pl,22,20.2,61,17.87,
SBC3367,1,2,Bl,16.7,9.8,25,17.87,
02OKW56,1,1,Fd,6.9,5.2,12,17.87,
SBC5166,1,1,Pl,18.5,18.6,53,17.87,
SBC5493,1,1,Pl,31.1,20.2,61,17.87,
SBC6650,1,2,Sx,10.1,6.5,18,17.87,
SBC7592,1,1,Fd,9.6,6,14,17.87,
SBC7708,1,1,Se,11.7,7.5,20,17.87,
SBC7132,1,2,Pl,16.7,7.4,16,17.86,
KN02535,1,1,Pl,24.9,22.5,75,17.86,
KN02796,1,2,Hw,31.3,21.1,62,17.86,
KN02916,1,1,Se,21.3,15.9,44,17.86,
SBC2977,1,1,Pl,18.8,11.4,27,17.86,
SBC3144,1,1,Sx,36.3,26.5,87,17.86,
01OK118,1,1,Sx,42.7,27.5,93,17.86,
00kfr51,1,1,Pl,13.4,7.4,16,17.86,
SBC3281,1,3,Pl,27.7,21.1,66,17.86,
SBC3344,1,2,Sw,21.5,16.9,47,17.86,
SBC3503,1,1,Pl,17,11.4,27,17.86,
SBC7391,1,1,Pl,10.7,7.4,16,17.86,
DM2139,1,1,Pl,26,14.8,38,17.85,
SBC2747,1,1,Cw,,14,38,17.85,
SBC0097,1,2,Bl,32.6,25.4,85,17.85,
SBC2936,1,1,Hw,29.2,23.8,74,17.85,
ARS-124,1,1,Pl,9.8,7,15,17.85,
SBC3052,1,1,Sx,31.3,20.4,59,17.85,
SBC4967,1,1,Pl,32.3,20,60,17.85,
SBC7943,1,1,Pl,36.8,23.9,86,17.85,
KN02375,1,4,Se,18.2,13.7,37,17.84,
KN02424,1,1,Bl,21.2,12.3,32,17.84,
KN02713,1,1,Se,21.9,13.7,37,17.84,
KN02754,1,1,Bl,24.5,16.4,45,17.84,
SBC2976,1,1,Pl,19.6,10.7,25,17.84,
SBC3230,1,1,Sx,34,28.1,97,17.84,
SBC1019,1,4,Cw,,24.49,75,17.84,
K99-297,1,2,Sx,22.8,23.3,71,17.84,
SBC5492,1,3,Cw,31,19.9,57,17.84,
KN02696,1,2,Fd,28.9,20.4,61,17.83,
KN02859,1,1,Bl,21.9,16.7,46,17.83,
SETB3,1,1,Pl,19.9,22.6,76,17.83,
Peach11,1,1,Pl,28.2,24.1,88,17.83,
00kfr68,1,1,Pl,27.1,25.2,99,17.83,
t49186,1,1,Pl,13.8,14.5,37,17.83,
SBC3024,1,19,Ba,,11.1,30,17.83,
SBC5987,1,1,Sx,26.3,17.2,48,17.83,
DM2095,1,3,Pl,15.7,8.9,20,17.82,
KN02563,1,1,Hw,39.7,29.2,107,17.82,
SBC4762,1,1,Sx,28.6,18.7,53,17.82,
KApsp10,1,1,Pl,30.3,26.3,113,17.82,
TFLS29,1,1,Sx,26.2,22.6,68,17.82,
SBC1352,1,1,Sw,22.6,15.2,42,17.82,
5-A-3,1,1,Fd,21.8,19.94,59,17.82,
SBC3990,1,1,Sx,,27.3,92,17.82,
SBC5412,1,3,Sx,22.1,20.1,58,17.82,
SBC5471,1,1,Hw,38,25.7,84,17.82,
8OK3798,1,1,Pl,13.1,8.9,20,17.82,
M225,1,1,Ba,15.1,9.1,25,17.81,
KN02475,1,2,Pl,26,23,79,17.81,
3106,1,1,Pl,22.5,13.6,34,17.81,
Mer2434,1,2,Sx,19.8,10.9,30,17.81,
SBC3767,1,2,Pl,,17.57,49,17.81,
SBC1346,1,2,At,33.5,24,89,17.81,
t49187,1,1,Fd,38,26.4,95,17.81,
SBC3313,1,2,Pl,13,6.6,14,17.81,
SBC5656,1,2,Fd,26,22.6,72,17.81,
SBC7019,1,1,Fd,26.8,16.5,45,17.81,
SBC7088,1,1,Pl,12.3,6.6,14,17.81,
SBC7806,1,1,Sx,20.1,10.9,30,17.81,
SBC7913,1,1,Pl,29.8,23,79,17.81,
SBC7926,1,3,Pl,13.6,6.6,14,17.81,
Mer2413,1,2,Bl,9,5.2,13,17.8,
Mer2418,1,1,Bl,9.4,5.2,13,17.8,
FDMR-07,1,1,Fd,,18.3,52,17.8,
SBC0448,1,1,Sx,,18.1,51,17.8,
SBC1808,1,3,Hw,30.8,29.3,108,17.8,
01OK120,1,1,Pl,27.3,24.7,94,17.8,
SBC2059,1,2,Fd,24.4,18.3,52,17.8,
SBC4783,1,1,Bl,9.6,5.2,13,17.8,
SBC6412,1,1,Sx,5.1,4.4,12,17.8,
M104,1,2,Bl,33.9,28.4,108,17.79,
SBC3689,1,1,Pl,,17.09,47,17.79,
KApsp86,1,1,Bl,31.8,25.8,88,17.79,
IFS9047,1,1,Se,,41.51,170,17.79,
01OK129,1,1,Sx,29.7,26.6,88,17.79,
SBC4298,1,1,Fd,22.7,19,55,17.79,
SBC5450,1,1,Pl,13.9,10.3,24,17.79,
SBC7166,1,1,Pl,13,10.3,24,17.79,
SBC7719,1,1,Bl,16.9,11.2,29,17.79,
SBC5676,1,1,Pl,11,9.6,22,17.78,
KN02608,1,3,Pl,22.8,21.5,69,17.78,
98-2369,1,1,Ep,28.2,24.7,106,17.78,
SBC3029,1,23,Ss,,7.7,22,17.78,
SBC3322,1,5,Pl,29.5,25.8,107,17.78,
K99-506,1,1,Bl,39.3,25.3248,85,17.78,
SBC5112,1,1,Sx,26.5,21.6,64,17.78,
SBC5931,1,1,Bl,32.8,29.6,120,17.78,
KN03024,1,1,Hw,7.2,5.8,15,17.77,
SBC7300,1,1,Sx,12.8,7.9,22,17.77,
KN02521,1,2,Pl,23,22.8,78,17.77,
KN02562,1,1,Hw,17.4,8.9,24,17.77,
KN02575,1,2,Sx,26.3,23,70,17.77,
Mer2603,1,2,Se,11,6.4,17,17.77,
SBC7005,1,1,Sx,17.8,15.5,43,17.77,
01OK001,1,1,Bl,20.6,19.4,56,17.77,
SBC3073,1,1,Sx,9.8,6.1,17,17.77,
SBC3339,1,4,Sw,6.8,6.1,17,17.77,
02OKW58,1,1,Bl,19.9,25,83,17.77,
SBC7296,1,1,Sx,13.6,7.9,22,17.77,
SBC7444,1,1,Pl,8.1,5,10,17.77,
SBC7594,1,3,Bl,25.8,19.4,56,17.77,
NPSP005,1,1,Lw,24.6,25.9,93,17.76,
KN02394,1,3,Bl,21.3,19.9,58,17.76,
SBC6921,1,1,Sx,20,14.1,39,17.76,
KApsp66,1,2,Cw,26.9,25.3,79,17.76,
SBC3064,1,1,Pl,20.9,19.7,59,17.76,
SBC3352,1,1,Sw,15.5,13.4,37,17.76,
SBC4292,1,2,Sx,31.2,22.3,67,17.76,
INVS122,1,1,Sx,11.8,6.8,19,17.76,
6SIB104,1,1,Fd,33.2,29,116,17.76,
618.1su,1,1,Fd,18,12.6,32,17.75,
SBC2972,1,1,Pl,18.9,19.3,57,17.75,
SBC5353,1,3,Hw,16.8,10.3,28,17.75,
SBC0571,1,1,Se,,32.55,110,17.75,
t49139,1,1,Pl,24.3,20.8,65,17.75,
SBC3318,1,3,Sx,56.8,30.2,113,17.75,
K00-377,1,1,Fd,40,26.29998,95,17.75,
Mer2631,1,2,Sx,37.5,21.3,63,17.74,
SBC2634,1,3,Cw,13.4,9.2,25,17.74,
962005,1,2,Cw,,28.3,94,17.74,
5-A-2,1,2,Pl,18.7,18.88,55,17.74,
8OK3675,1,1,At,14.3,17.3,48,17.74,
SBC7926,1,1,Bl,9.8,6.7,17,17.74,
DM2132,1,2,Bl,11.1,7.1,18,17.73,
KN02542,1,2,Fd,31.4,18.7,54,17.73,
SBC3725,1,1,Sx,,29.01,104,17.73,
SBC5079,1,1,Pl,23.2,21.6,70,17.73,
98--111,1,228,At,,24.9,98,17.73,
SBC2102,1,1,Bl,8.2,7.1,18,17.73,
