PlotNumber,SubPlot,TreeNum,Species,DBH,Ht,BHA,SI50,remove
SBC7135,1,2,Sx,20.9,12.1,22,24.3,
SBC3086,1,1,Sx,17.1,11.6,21,24.29,
KN02464,1,2,Fd,29.3,28.3,63,24.28,
SBC6059,1,1,Fd,7.6,6.6,11,24.28,
SBC3038,1,19,Cw,,26.7,57,24.28,
SBC6066,1,1,Fd,36.7,25.6,54,24.28,
8OK4597,1,1,Bl,14.3,18.1,33,24.28,
SBC7220,1,1,Bl,18.3,13.5,23,24.28,
KN02528,1,1,Pl,25.9,26,57,24.27,
608Asu,1,1,Fd,14.2,9.4,16,24.27,
KN02989,1,1,Fd,37,33.5,84,24.27,
SBC6767,1,1,Sw,9.7,6.9,12,24.27,
SBC1283,1,2,Sw,,8,14,24.27,
SBC5317,1,1,Ss,44,29.2,64,24.27,
SBC7101,1,2,Bl,9.9,5.9,10,24.27,
SBC7575,1,1,Fd,25.3,19.5,37,24.27,
KN02545,1,2,Lw,28.8,28.7,65,24.26,
SBC7048,1,1,Pl,26.8,18.1,31,24.26,
T1592,1,1,Pl,29.1,27.5,64,24.26,
SBC0432,1,1,Sx,,27.7,61,24.26,
966539,1,1,Cw,,35.7,93,24.26,
4-A-1,1,1,Pl,21.6,25.74,56,24.26,
SBC2676,1,3,Hw,49.9,30.6,72,24.26,
SBC3027,1,2,Ss,,12.3,24,24.26,
K99-297,1,1,Fd,25.4,28.55455,64,24.26,
02OKW48,1,1,Pl,16.6,17.3,29,24.26,
KN02567,1,2,Lw,41.9,37.4,111,24.25,
QL-05,1,1,Fd,,29.1,66,24.25,
966534,1,4,Cw,,30.5,70,24.25,
SBC1588,1,0,Dr,,22.7,40,24.25,
SBC3027,1,1,Ba,,14.4,27,24.25,
M212.1,1,2,Pl,31,16.9,28,24.24,
SBC7302,1,1,Sx,35,22.6,46,24.24,
SBC2732,1,1,Cw,,23.2,47,24.24,
SBC6918,1,1,At,11.3,10.5,15,24.24,
SBC7045,1,2,Sx,36.5,26.8,58,24.24,
SBC1012,1,1,Ba,33.4,22,44,24.24,
SBC7571,1,1,Sx,13.3,9.6,17,24.24,
SBC7632,1,2,Fd,11.5,7.7,13,24.24,
NPSP032,1,1,Pl,35,30.3,81,24.23,
SBC1298,1,2,Sw,,9.06,16,24.22,
02OKW53,1,1,Fd,16.1,12.1,21,24.22,
SBC5457,1,1,Sx,41.4,31.9,79,24.22,
SBC5482,1,2,Pl,15.4,9,12,24.22,
SBC7428,1,2,At,25.3,20.7,38,24.22,
T1507,1,3,Pl,31.8,31.6,92,24.21,
SBC4352,1,1,Sx,19.8,15.7,30,24.21,
SBC5600,1,2,Ba,37.1,24.2,50,24.21,
SBC1286,1,2,Sw,,7.97,14,24.21,
SBC1267,1,2,Sw,,6.87,12,24.2,
SBC3038,1,5,Ba,,36.7,102,24.2,
KN02940,1,3,Lw,15.1,12,19,24.19,
SBC3710,1,1,Sx,,21.74,44,24.19,
SBC4637,1,1,Cw,51,25.6,54,24.19,
SBC2097,1,2,Hw,12.8,10,18,24.19,
674.1su,1,1,Fd,36.3,34.6,90,24.18,
SBC6941,1,1,At,13.1,14.2,22,24.18,
T1652,1,4,Fd,34.9,23.5,48,24.18,
SBC5209,1,1,At,30.4,21,39,24.18,
SBC5466,1,2,Bl,44.2,28.1,64,24.18,
SBC7157,1,2,Fd,7.9,6,10,24.18,
SBC7722,1,2,Bl,15.8,12.4,21,24.18,
T1034,1,6,Pl,32.5,33,108,24.17,
SBC1277,1,2,Sw,,10.54,19,24.17,
02OKW68,1,1,Sx,9.2,7.4,13,24.17,
SBC5648,1,1,Pl,17.6,12.8,19,24.17,
SBC5850,1,1,Ba,26.3,16.8,32,24.17,
9OK6007,1,3,Pl,14.5,13.3,20,24.17,
SBC7159,1,1,Sx,12.2,7.4,13,24.17,
SBC3820,1,2,Sx,,20.5,41,24.16,
SBC5777,1,2,Sx,20,20.5,41,24.16,
SBC6258,1,2,Sx,49.9,34.6,95,24.16,
4-A-5,1,1,Pl,24.6,26.77,61,24.16,
SBC2060,1,1,At,23.7,23.1,46,24.16,
SBC2099,1,1,Hw,12.3,9.2,16,24.16,
SBC3023,1,7,Hw,,13.6,26,24.16,
SBC3023,1,8,Hw,,13.6,26,24.16,
SBC7178,1,1,Sx,14.8,8.5,15,24.15,
SBC2887,1,1,Cw,,21.9,43,24.15,
SBC5083,1,1,Fd,42,28.7,65,24.15,
SBC1811,1,2,Cw,50.2,20.2,38,24.15,
SBC5200,1,2,Sx,40.1,27.3,60,24.15,
SBC7153,1,1,Sx,7.8,6.3,11,24.15,
SBC7443,1,2,Sx,10.9,8.5,15,24.15,
SBC7484,1,1,Sx,55.2,27.3,60,24.15,
SBC7269,1,1,At,27,25.8,57,24.14,
KN02918,1,1,Sx,21.1,17,33,24.14,
SBC2653,1,1,Ba,,25.8,55,24.14,
SBC3122,1,1,Bl,55.9,30.8,77,24.14,
SBC2531,1,2,Hw,35.8,23.7,49,24.14,
512Asu,1,2,Lw,28.1,14.8,25,24.13,
SBC0168,1,1,Fd,,28.4,64,24.13,
345-6,1,1,Fd,38.4,28.4,64,24.13,
98--209,1,243,At,,26,58,24.12,
SBC2682,1,3,Hw,18.2,14,27,24.12,
SBC4327,1,1,Sw,38.8,28.1,63,24.12,
8OK3681,1,1,Pl,20.4,20.5,38,24.12,
SBC7297,1,1,Sx,18.5,11,20,24.11,
SBC0953,1,1,Pl,26.5,26.5,60,24.11,
SBC1266,1,2,Sx,,9.52,17,24.11,
SBC1281,1,2,Sw,,9,16,24.11,
SBC2031,1,2,At,30.5,27.6,66,24.11,
SBC3038,1,11,Hw,,29.2,67,24.11,
SBC3100,1,1,Sx,18.8,13.3,25,24.11,
SBC4272,1,2,Hw,24.6,26.1,56,24.11,
SBC7306,1,2,Sx,14.6,10.5,19,24.1,
IFS9049,1,1,Se,,35.41,85,24.1,
2-A-11,1,2,Lw,14.5,10.51,16,24.1,
98-2367,1,3,Ep,31.7,26.37,64,24.1,
SBC7370,1,1,Fd,9.4,7.1,12,24.1,
KN03042,1,1,Hw,27,20.1,40,24.09,
SBC2936,1,2,Ep,14.8,18.6,29,24.09,
4-A-2,1,1,Pl,27.9,27.52,65,24.09,
SBC3089,1,1,Pl,14.6,14.2,22,24.09,
KN02443,1,4,Fd,25.4,15,27,24.08,
T1592,1,6,Fd,34.4,27.8,62,24.08,
SBC3039,1,13,Cw,,15.9,28,24.08,
SBC5056,1,1,Pl,24,29.1,74,24.08,
SBC5214,1,2,Ac,14.5,16.8,28,24.08,
SBC7163,1,1,Pl,23.7,15.1,24,24.08,
FDKM-05,1,1,Fd,,24.4,51,24.07,
SBC7422,1,1,At,18.5,14.6,23,24.07,
KN02488,1,2,Fd,43.3,29.4,68,24.06,
02OKW36,1,1,Lw,17,18.8,35,24.06,
SBC5189,1,1,Sx,46.7,25.4,54,24.06,
SBC5841,1,3,Hw,31.1,17.8,35,24.06,
SBC7404,1,1,Sx,25.5,17.8,35,24.06,
NPSP065,1,1,Se,28,27.3,59,24.05,
SBC5089,1,2,Sx,30.1,24,50,24.05,
2-A-3,1,2,Lw,27,28.45,65,24.05,
SBC2104,1,3,Bl,20.3,18.3,34,24.05,
SBC3023,1,18,Ba,,16.7,32,24.05,
SBC5242,1,1,Ss,43.3,29.6,66,24.05,
9OK6001,1,1,Pl,20.3,19.4,35,24.05,
SBC7415,1,2,Fd,22.4,14.5,26,24.05,
SBC7575,1,2,Sx,33.5,20.4,41,24.05,
SBC7960,1,1,Cw,25.5,14.5,25,24.05,
KN02864,1,2,Lw,33.8,31.1,76,24.04,
225.1su,1,1,Hw,20.4,13.1,25,24.04,
SBC6331,1,2,Sx,7,5.7,10,24.04,
TFLS18,1,1,Sx,28.2,26,56,24.04,
SBC1284,1,4,Sw,,8.44,15,24.04,
SBC4272,1,1,Sx,39.7,28,63,24.04,
SBC7636,1,2,Sx,21,14.2,27,24.04,
NEpsp27,1,1,Lw,30.5,34.9,96,24.03,
SBC2728,1,1,Cw,,23,47,24.03,
SBC5535,1,2,Pl,35.9,29.5,77,24.03,
SBC1287,1,1,Sw,,8.95,16,24.03,
SBC1612,1,0,Dr,,23,43,24.03,
SBC7633,1,2,Fd,11.9,9.3,16,24.03,
SBC8028,1,1,Lw,30.5,34.9,96,24.03,
SBC7025,1,2,Sx,33.5,31.5,78,24.02,
T1204,1,3,Fd,36.1,22.6,46,24.02,
T1456,1,2,Fd,30.3,22.6,46,24.02,
SBC0929,1,1,At,23,25.9,58,24.02,
SBC1264,1,3,Sw,,10.45,19,24.02,
98-2355,1,3,Ep,44.3,28.05,79,24.02,
SBC2114,1,2,Sx,23.4,15.1,29,24.02,
KN02857,1,1,Se,30.5,18.5,35,24.01,
SBC2637,1,2,Hw,17.1,14.8,29,24.01,
SBC5642,1,1,Sx,37.1,28.5,65,24.01,
SBC7690,1,2,Hw,24,21.2,43,24.01,
SBC2814,1,1,Ba,,23.6,49,24,
SBC3662,1,1,Sx,,36.41,110,24,
01OK174,1,1,Pl,24.7,23.7,49,24,
ARS-126,1,1,Hw,14,9.9,18,24,
K01-036,1,1,Fd,37.2,30.36369,72,24,
SBC7680,1,2,Fd,17.2,12.5,22,24,
KN02833,1,1,Cw,49.2,37,102,23.99,
KN03008,1,3,Lw,9.3,7.4,10,23.99,
Mer2644,1,1,Pl,52.7,25.7,57,23.99,
SBC5602,1,2,Ba,31.3,22.9,47,23.99,
SBC1291,1,2,Sw,,8.41,15,23.99,
KN02422,1,1,Fd,39.4,25.9,56,23.98,
KN02890,1,2,Hw,30.4,20.8,42,23.98,
SBC1269,1,1,Sw,,12.32,23,23.98,
SBC4277,1,2,Fd,46.1,29.3,68,23.98,
SBC5919,1,1,Bl,62.5,34.8,107,23.98,
KN02847,1,1,Pl,21.6,18.6,33,23.97,
KN02902,1,1,Bl,31.5,30.8,78,23.97,
SBC0942,1,1,Sw,32.9,29.7,70,23.97,
QL-06,1,1,Fd,,26.2,57,23.97,
SBC1820,1,2,Ba,33.2,30.6,73,23.97,
SBC2672,1,1,Ba,28.7,14.2,27,23.97,
SBC3036,1,12,Hw,,31.8,79,23.97,
SBC7465,1,2,Sx,13.7,8.4,15,23.97,
KN02795,1,1,Lw,59.8,33.8,90,23.96,
SBC4372,1,1,Ac,18.4,16.7,28,23.96,
SBC7676,1,1,Pl,16.8,10,14,23.96,
631Asu,1,1,Sx,19.6,15.5,30,23.95,
SBC7256,1,1,Sx,14.5,10.4,19,23.95,
SBC2859,1,1,Cw,,20,38,23.95,
SBC6453,1,2,Sx,17.4,10.9,20,23.95,
SBC6547,1,2,Sx,17.4,10.9,20,23.95,
SBC7670,1,2,Sx,19.1,12.3,23,23.95,
SBC5705,1,1,Sx,15.4,8.9,16,23.94,
SBC2035,1,2,Sx,58.9,26.5,58,23.94,
SBC5191,1,1,Bl,18.1,15.7,28,23.94,
KN02429,1,3,Se,24.3,17.1,32,23.93,
SBC2778,1,1,Cw,,22.9,47,23.93,
SBC5558,1,1,Sx,62.3,36.9,115,23.93,
SBC6323,1,2,Bl,7.4,5.8,10,23.93,
SBC6473,1,1,Sx,17.8,9.9,18,23.93,
SBC1272,1,1,Sw,,11.36,21,23.93,
SBC3023,1,14,Hw,,15.2,30,23.93,
SBC5460,1,2,Hw,19.2,10.7,20,23.93,
SBC5467,1,1,Sx,19.5,9.9,18,23.93,
SBC7147,1,1,Pl,22.4,11.6,17,23.93,
SBC7412,1,1,Pl,14.3,11.6,17,23.93,
SBC1267,1,4,Sw,,6.75,12,23.92,
SBC7601,1,2,Pl,19,17.4,30,23.92,
KN02371,1,3,Lw,24.7,15.5,27,23.91,
SBC7172,1,2,Sx,15.3,9.4,17,23.91,
SBC5052,1,2,Fd,44.7,27.6,62,23.91,
AR-13,1,1,Fd,,31.9,79,23.91,
SBC5424,1,2,Sx,12.3,9.4,17,23.91,
SBC7618,1,1,Fd,30.5,19.6,38,23.91,
KN02445,1,3,Fd,9.9,9.8,17,23.9,
KN02780,1,1,Fd,12.8,9.8,17,23.9,
KN02903,1,3,Bl,19.5,16.5,30,23.9,
966534,1,3,Cw,,33.9,86,23.9,
1618-4,1,1,Pl,16.9,13.1,20,23.9,
KN02998,1,1,Fd,42.8,25.8,56,23.89,
SBC2511,1,1,Cw,39,21,41,23.89,
T1198,1,1,Fd,43.3,25.5,55,23.89,
t4936,1,1,Sx,39.7,35.3,102,23.89,
SBC7602,1,2,Fd,25.9,20.7,41,23.89,
SBC7809,1,1,Fd,41.4,25.8,56,23.89,
SBC7987,1,2,Pl,18.5,15.4,25,23.89,
SBC4379,1,1,Fd,26,16.7,31,23.88,
01OK126,1,1,Sx,13.2,7.8,14,23.88,
t49235,1,1,Fd,38.5,28.4,65,23.88,
SBC3023,1,16,Hw,,13,25,23.88,
SBC5659,1,1,Fd,22.8,15.8,29,23.88,
SBC5846,1,1,Pl,39.9,19.6,36,23.88,
4-A-21,1,1,Pl,30.5,23.82,50,23.87,
t49196,1,1,Fd,51.2,29.7,70,23.87,
SBC4971,1,1,Pl,14.1,10.5,15,23.87,
SBC7499,1,1,Pl,17.1,10.5,15,23.87,
SBC7630,1,1,Pl,16.4,10.5,15,23.87,
KN02524,1,2,Lw,35.5,30.2,73,23.86,
SBC5524,1,1,Hw,31.5,14.7,29,23.86,
4-A-20,1,1,Pl,22.2,22.13,44,23.86,
SBC3041,1,2,Ss,,12.6,25,23.86,
K99-506,1,3,Pl,39.1,31.54338,95,23.86,
KN02963,1,2,Lw,29.2,24.5,52,23.85,
SBC3138,1,1,Sx,38.5,26.4,58,23.85,
SBC5215,1,2,At,19.2,20.7,39,23.85,
SBC7605,1,1,Sx,41.9,30.9,76,23.85,
SBC5593,1,1,Sx,24.3,23.8,50,23.84,
9OK6008,1,1,Pl,29.5,31.1,91,23.84,
KN02433,1,1,Fd,24.6,17.1,32,23.83,
SBC5563,1,2,Cw,27.8,14.3,25,23.83,
D014,1,1,Bl,18.7,13.7,24,23.83,
SBC1262,1,1,Pl,,8.79,12,23.83,
98--236,1,307,At,,29,76,23.83,
SBC3039,1,6,Hw,,18.1,36,23.83,
SBC5111,1,1,Sx,32.3,24.5,52,23.83,
SBC5210,1,1,Pl,41.9,31.4,94,23.83,
SBC7637,1,2,Sx,48.8,35.5,104,23.83,
SBC7908,1,2,Pl,16.2,8.2,11,23.83,
NPSP009,1,1,Lw,20.7,14.1,24,23.82,
KN02383,1,2,Se,32.3,26.7,58,23.82,
T1281,1,1,Fd,39.4,28.6,66,23.82,
SBC7609,1,1,Sx,26.2,15.4,30,23.82,
SBC7686,1,1,Sx,18.7,15.4,30,23.82,
SBC7850,1,1,Fd,49.5,27.5,62,23.82,
KN02698,1,1,Lw,30.6,29.2,69,23.81,
Y004,1,1,Fd,13.9,10.3,18,23.81,
98--209,1,242,At,,26.1,60,23.81,
SBC2706,1,1,Ss,26.6,15.6,31,23.81,
SBC7169,1,1,Pl,20.1,11,16,23.8,
SBC5725,1,1,Pl,15.2,11,16,23.8,
SBC6889,1,2,Sx,12.5,10.8,20,23.8,
SBC2878,1,1,Hw,,31.8,80,23.79,
SBC3713,1,2,Pl,,31.85,99,23.79,
SBC6339,1,1,Pl,15.1,20.2,38,23.79,
02OKW31,1,1,Sx,11.5,10.3,19,23.79,
9OKTS08,1,1,Pl,13.3,9.9,14,23.79,
SBC7380,1,3,Sx,14.5,10.3,19,23.79,
KN02862,1,1,Pl,37.1,27,64,23.78,
SBC6382,1,1,Ep,31.6,28.2,83,23.78,
8OK4551,1,1,Pl,21.6,13.5,21,23.78,
SBC5681,1,1,Fd,22.4,18.3,35,23.77,
SBC5691,1,3,Hw,13.7,8.6,15,23.77,
KN02854,1,1,Se,36.9,27,59,23.77,
SBC1810,1,1,Hw,27.6,22.1,46,23.77,
01OK171,1,1,Fd,21.5,20.6,41,23.77,
SBC6753,1,1,Sw,35.8,27.72,63,23.77,
W097352,1,2,Pl,15.4,13,20,23.77,
SBC7395,1,2,Sx,16.3,12.6,24,23.77,
SBC7569,1,1,Sx,15.3,12.6,24,23.77,
720.1su,1,3,Sx,36.5,24.1,51,23.76,
KN02895,1,1,Bl,42,26.4,59,23.76,
T1472,1,2,Pl,24.5,24.5,53,23.76,
SBC1249,1,3,Pl,,10.43,15,23.76,
SBC1277,1,4,Sw,,10.28,19,23.76,
SBC2026,1,1,Sx,12.1,5.6,10,23.76,
SBC3040,1,3,Hw,,19.8,40,23.76,
SBC5451,1,2,Sx,24.7,14.9,29,23.76,
SBC6880,1,1,Pl,18.9,15.3,25,23.76,
SBC7359,1,1,Pl,20.8,15.3,25,23.76,
Mer2607,1,1,Pl,23.6,12.5,19,23.75,
SBC2825,1,1,Ba,,22.3,46,23.75,
T1456,1,4,Fd,28.3,21.3,43,23.75,
SBC1274,1,3,Sx,,11.72,22,23.75,
SBC5401,1,3,Pl,38.2,28.9,75,23.75,
SBC5489,1,1,Hw,20.4,10.6,20,23.75,
SBC5619,1,1,Cw,26.4,19.8,38,23.75,
SBC7552,1,1,Sx,10,7.2,13,23.75,
KN02779,1,3,Hw,27.9,25.4,55,23.74,
SBC1250,1,2,Pl,,10.42,15,23.74,
SBC2052,1,1,At,29.9,24,51,23.74,
SBC4317,1,1,Fd,17.6,14.3,26,23.74,
SBC5313,1,1,Hw,46.4,33.6,90,23.74,
SBC5385,1,2,Pl,22.8,16.1,27,23.74,
SBC7318,1,2,Sx,12.4,9.3,17,23.74,
SBC7452,1,3,Sx,12.3,9.3,17,23.74,
KN03005,1,1,Bl,29.4,26.9,61,23.73,
SBC5572,1,2,Cw,35.7,17.4,32,23.73,
T1202,1,3,Fd,38,20.2,40,23.73,
PyGIF73,1,1,Py,,32.4,77,23.73,
SBC1287,1,3,Sw,,8.27,15,23.73,
1-A-22,1,1,Fd,26.1,25.03,54,23.73,
SBC1639,1,0,Dr,,21.2,35,23.73,
SBC3039,1,19,Cw,,17.4,32,23.73,
SBC5184,1,3,Fd,17.1,15.7,29,23.73,
SBC5741,1,2,Sx,20.6,18.4,37,23.73,
SBC5767,1,1,Fd,20.4,10.8,19,23.73,
SBC7661,1,2,Sx,30.4,18.4,37,23.73,
SBC4393,1,3,Pl,27.8,24.2,52,23.72,
SBC1266,1,4,Sx,,9.29,17,23.72,
SBC1605,1,0,Dr,,21.4,36,23.72,
SBC5426,1,2,Hw,19.3,11.5,22,23.72,
SBC7723,1,2,Bl,20,12.6,22,23.72,
SBC7977,1,1,Sx,16.6,11.7,22,23.72,
SBC3681,1,1,Pl,,30.26,85,23.71,
SBC2517,1,3,Ba,33.5,21.9,45,23.71,
SBC3860,1,2,Sx,,22.1,46,23.71,
SBC1274,1,4,Sx,,11.69,22,23.71,
SBC4286,1,1,Fd,35.9,29.5,70,23.71,
SBC4668,1,1,Ss,9.3,9.7,20,23.71,
SBC5394,1,2,Sx,26.3,28.7,67,23.71,
SBC7949,1,1,Ba,17,15,29,23.71,
SBC3026,1,5,Cw,,13.3,23,23.7,
SBC3035,1,17,Ss,,36.1,93,23.7,
SBC5439,1,3,Bl,41.5,34.2,104,23.7,
SBC5861,1,2,Cw,20.5,13.3,23,23.7,
SBC6507,1,1,Pl,11.1,9.3,13,23.7,
SBC7308,1,1,Sx,15.5,11.2,21,23.69,
SBC5543,1,1,Cw,24.9,14.6,26,23.69,
SBC7048,1,2,Bl,25,15.9,29,23.69,
SBC5659,1,2,Sx,25.4,16.2,32,23.69,
SBC7660,1,1,Bl,14.2,11.5,20,23.69,
SBC2835,1,1,Ba,,22.6,47,23.68,
SBC1309,1,1,Sw,32.9,27.9,64,23.68,
SBC4011,1,1,Sx,,25,54,23.68,
02OKW37,1,1,Se,20.2,10.6,20,23.68,
SBC5194,1,2,Sx,13.2,7.7,14,23.68,
KN02549,1,1,Lw,35.6,26.4,59,23.67,
SBC6092,1,1,Sx,42.2,34.8,100,23.67,
02OKW67,1,1,Lw,33.7,29.5,71,23.67,
T930,1,4,Sx,37.7,31.1,78,23.66,
SBC3661,1,2,Pl,,33.56,126,23.66,
SBC5096,1,2,Sx,39.2,29.6,71,23.66,
SBC5586,1,1,Sx,59,31.3,79,23.66,
SBC5805,1,1,Fd,49.3,28.4,66,23.66,
SBC6331,1,1,Pl,10.7,8.7,12,23.66,
01OK182,1,1,Fd,22.6,11.8,21,23.66,
SBC7619,1,1,Fd,26.2,17.8,34,23.66,
KN02438,1,2,Lw,45.4,30.4,75,23.65,
KN02874,1,2,Fd,20,18.2,35,23.65,
T1201,1,1,Sx,40,25.6,56,23.65,
KApsp58,1,2,Pl,28.8,33.1,118,23.65,
SBC1325,1,1,Sw,33.1,25.9,57,23.65,
5-A-6,1,1,Lw,32.5,26.38,59,23.65,
02OKW3,1,1,Pl,18.7,11.9,18,23.65,
SBC7532,1,1,Pl,17.7,13.4,21,23.65,
NPSP021,1,1,Bl,21.8,23.6,50,23.64,
SBC6762,1,1,Sw,8.2,6.1,11,23.64,
KN02944,1,1,Fd,17.5,12.3,22,23.64,
SBC5698,1,3,Lw,13.3,10.2,16,23.64,
t4970a,1,1,Fd,45.8,28.9,68,23.64,
SBC1803,1,1,Hw,39.5,30.8,76,23.64,
INVS205,1,1,Lw,11.2,7.2,10,23.64,
7SIB149,1,1,Sx,56.6,34.9,101,23.64,
SBC7465,1,1,Pl,14.6,11.4,17,23.64,
SBC4378,1,1,Fd,46.8,28.1,65,23.63,
SBC5507,1,1,Cw,26,19.3,37,23.63,
SBC0973,1,2,Cw,28.6,19.3,37,23.63,
SBC3030,1,12,Hw,,23.2,49,23.63,
SBC4418,1,1,At,30.4,25.5,58,23.63,
02OKD9,1,1,Pl,11.7,8.1,11,23.63,
SBC4956,1,1,Pl,12.3,9.8,14,23.63,
SBC7144,1,1,Pl,17.9,15.6,26,23.63,
SBC7639,1,1,Pl,20.7,12.9,20,23.63,
NPSP062,1,1,Ep,39.7,25.9,64,23.62,
KN02959,1,1,Pl,33.1,26.2,61,23.62,
SBC8043,1,1,Ep,39.7,25.9,64,23.62,
T1281,1,2,Fd,36.7,25.8,57,23.61,
FDKM-13,1,1,Fd,,24.9,54,23.61,
SBC2700,1,3,Hw,22.9,18.4,37,23.61,
SBC5495,1,1,Sx,20,13.4,26,23.61,
SBC7146,1,1,Pl,18,12.4,19,23.61,
SBC6771,1,1,Sw,13.8,8.2,15,23.6,
SBC0970,1,3,Cw,27.1,20.7,41,23.6,
SBC1274,1,2,Sx,,11.62,22,23.6,
SBC5466,1,1,Hw,37.2,23.5,50,23.6,
9OKTS07,1,2,Sx,24.6,22.4,47,23.6,
SBC7075,1,1,Fd,18.5,10.2,18,23.6,
SBC7654,1,1,Bl,15.5,12,21,23.6,
SBC2514,1,1,Cw,41,22.9,48,23.59,
T1668,1,2,Sx,55.5,32,83,23.59,
SBC1293,1,4,Sw,,6.61,12,23.59,
9OK6003,1,3,At,14.5,18.4,33,23.59,
SBC7108,1,1,Bl,8.1,5.7,10,23.59,
NPSP021,1,2,Hw,29.1,27.3,62,23.58,
M215,1,2,Se,51,32.5,77,23.58,
KN02410,1,1,Se,31.7,31.3,73,23.58,
KN02429,1,1,Bl,31.1,17.1,32,23.58,
SBC1140,1,1,Fd,,5.84,10,23.58,
SBC5384,1,2,Hw,19.1,11.9,23,23.58,
SBC6874,1,3,Fd,16.1,14.2,26,23.58,
KN03041,1,3,Hw,15.3,10.5,20,23.57,
SBC5797,1,1,Fd,32.1,22.5,47,23.57,
SBC5631,1,1,Ba,20.6,17.2,34,23.57,
SBC4656,1,1,Ss,16.2,6.9,15,23.56,
2-A-11,1,1,Fd,15.5,10.18,18,23.56,
t49176,1,1,Pl,40.1,31.6,99,23.56,
SBC2682,1,1,Ba,22.2,13.9,27,23.56,
M207,1,2,Se,31.1,14.7,28,23.55,
KN02375,1,1,Lw,16.5,15.2,27,23.55,
KN02431,1,2,Fd,37,29.3,70,23.55,
SBC6882,1,1,Pl,15.2,10.3,15,23.55,
SBC7462,1,1,Pl,23.8,16.7,29,23.55,
SBC7945,1,1,Pl,19.6,10.3,15,23.55,
KN02990,1,2,Se,24.7,11.1,21,23.54,
SBC2650,1,3,Hw,31.2,22.3,47,23.54,
T914,1,1,Pl,31.9,27.5,68,23.54,
HwiGI48,1,1,Hw,,30.02,73,23.54,
9620006,1,4,Cw,,33.9,88,23.54,
SBC1604,1,0,Dr,,22.7,44,23.54,
DM1896,1,1,Fd,25.1,17.7,34,23.53,
NPSP074,1,1,Fd,25.1,17.7,34,23.53,
T1460,1,5,Fd,23.6,21.8,45,23.53,
SBC1293,1,2,Sw,,6.06,11,23.53,
SBC2088,1,1,At,40,27.7,70,23.53,
02OKW35,1,1,Fd,13.3,8,14,23.53,
SBC7570,1,1,Sx,9.6,7.1,13,23.53,
SBC7864,1,1,Fd,51,36.7,107,23.53,
SBC7991,1,1,Fd,25.1,17.7,34,23.53,
KN03016,1,2,Pl,13.5,13.3,21,23.52,
KN02831,1,2,Hw,30.6,28.3,66,23.52,
RT31914,1,1,Fd,15.3,10.7,19,23.52,
SBC2057,1,3,Fd,43.1,30.7,76,23.52,
SBC2107,1,5,Pl,16.4,13.3,21,23.52,
SBC4010,1,2,Sx,,29.9,73,23.52,
SBC4268,1,1,Sx,25.2,12,23,23.52,
02OKW14,1,1,Pl,17.3,16.3,28,23.52,
SBC5999,1,1,Sx,37.8,19.5,40,23.52,
SBC7676,1,2,Sx,21.7,12,23,23.52,
SBC7131,1,1,Se,15.6,10.5,20,23.51,
08-7470,1,1,Se,63,40.7,110,23.51,
KN02738,1,1,Lw,23.7,18.3,35,23.5,
SBC2105,1,2,Sx,15.2,14.7,29,23.5,
SBC5424,1,3,Bl,12.5,10.3,18,23.5,
T1278,1,4,Pl,27.1,28.3,73,23.49,
M136,1,1,Sx,41.3,24.8,54,23.48,
SBC5697,1,2,Fd,22.7,11.7,21,23.48,
SBC7048,1,3,Sx,27,16.9,34,23.48,
SBC3025,1,18,Hw,,15.8,32,23.48,
SBC3038,1,21,Hw,,30.4,75,23.48,
SBC4400,1,1,Pl,17.5,12.3,19,23.47,
T932,1,2,Pl,23.7,24.2,53,23.47,
SBC1274,1,1,Sx,,11.53,22,23.47,
ARS-104,1,1,Fd,43.8,34,92,23.47,
SBC5173,1,1,Fd,32.3,30.4,75,23.47,
SBC5716,1,1,Fd,21.6,16.4,31,23.47,
SBC7080,1,3,Sx,13.7,7.6,14,23.47,
SBC7154,1,1,Fd,17,12.2,22,23.47,
SBC7414,1,2,Fd,23.4,12.2,22,23.47,
T903,1,1,Pl,28.5,31.3,97,23.46,
SBC5082,1,2,Fd,40.7,27.9,65,23.46,
SBC5552,1,3,Sx,24,30.9,78,23.46,
SBC5307,1,3,Hw,47.1,29.7,72,23.46,
SBC5396,1,2,Hw,14,7.6,13,23.46,
KN02371,1,4,Se,19.6,12.5,24,23.45,
632.1su,1,1,Pl,21.8,17,30,23.45,
SBC2658,1,2,Ba,27.4,26.3,59,23.45,
SBC5532,1,1,Cw,31.6,20.2,40,23.45,
SBC7036,1,1,Bl,23.3,15.3,28,23.45,
SBC1299,1,2,Sw,,10.09,19,23.45,
98--203,1,234,At,,23.2,49,23.45,
KN02724,1,1,Sx,35.3,28.9,69,23.44,
SBC7266,1,1,At,35.8,30,86,23.44,
ARS-222,1,1,Bl,16.8,15.7,29,23.44,
SBC4317,1,2,Pl,16.7,13.7,22,23.44,
SBC7458,1,1,Bl,15.5,14.3,26,23.44,
SBC7561,1,1,Pl,28.5,20.2,39,23.44,
SBC5511,1,1,Ba,21.2,13.8,27,23.43,
K99-092,1,3,Pl,35,30.98196,94,23.43,
SBC5465,1,2,Bl,47,27.8,66,23.43,
SBC5731,1,2,Sx,32.1,29.8,73,23.43,
SBC3658,1,2,Pl,,32.61,114,23.42,
